#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::04 - N2 Grammar::Recognition
#
天気が変わったとたん、気温が下がった。	てんきがかわったとたん、きおんがさがった。	The weather changed, and the temperature dropped immediately.						[sound:d7a6aad43aa7.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
映画が始まったとたんに、みんなが静かになった。	えいががはじまったとたんに、みんながしずかになった。	The movie started, and everyone became silent at once.						[sound:38c75c9f4bd5.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
医者の診断が出たとたん、安心した。	いしゃのしんだんがでたとたん、あんしんした。	The moment I got the doctor's diagnosis, I felt relieved.						[sound:57f49e7bab06.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
電気をつけたとたんに、部屋が明るくなった。	でんきをつけたとたんに、へやがあかるくなった。	The instant I turned on the light, the room became bright.						[sound:4c80df9939f5.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
書類が届き次第、確認します。	しょるいがとどきしだい、かくにんします。	As soon as the documents arrive, I'll check them.						[sound:feeefb3e94fa.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
許可が得られ次第、開始します。	きょかがえられしだい、かいしします。	We'll start as soon as we get permission.						[sound:06bc8f8059e4.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
データが完成し次第、送ります。	でーたがかんせいししだい、おくります。	I'll send it as soon as the data is complete.						[sound:f9a18564eb05.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
全員が集まり次第、会議を始めよう。	ぜんいんがあつまりしだい、かいぎをはじめよう。	Let's start the meeting as soon as everyone gathers.						[sound:549a1b826d17.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
問題が解決され次第、連絡します。	もんだいがかいけつされしだい、れんらくします。	I'll contact you as soon as the problem is solved.						[sound:68ed1cba3910.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
話しながら、彼は歩き続けた。	はなしながら、かれはあるきつづけた。	He kept walking while talking.						[sound:f0ff0ad88151.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
考えながら、ペンを回していた。	かんがえながら、ぺんをまわしていた。	I spun a pen while thinking.						[sound:0c8e0b21075c.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
確認しながら、作業を進める。	かくにんしながら、さぎょうをすすめる。	I proceed with work while checking.						[sound:413776045f10.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
笑いながら、冗談を言った。	わらいながら、じょうだんをいった。	He made jokes while laughing.						[sound:551bf6c88534.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
聞きながら、メモを取った。	ききながら、めもをとった。	I took notes while listening.						[sound:508060883031.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
見守りながら、彼を励ました。	みまもりながら、かれをはげました。	I encouraged him while watching.						[sound:9212dc66de0e.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
歩きながら、周りを見ていた。	あるきながら、まわりをみていた。	I looked around while walking.						[sound:181c8f1c3031.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
準備しながら、計画を立てた。	じゅんびしながら、けいかくをたてた。	I made plans while preparing.						[sound:104be74772d9.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
食べながら、テレビを見た。	たべながら、てれびをみた。	I watched TV while eating.						[sound:da86f132e799.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
待ちながら、雑誌を読んでいた。	まちながら、ざっしをよんでいた。	I was reading a magazine while waiting.						[sound:2c23aedcda1d.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
知りながらも、何も言わなかった。	しりながらも、なにもいわなかった。	Although I knew, I said nothing.						[sound:3d6e38c8fcb3.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
気づきながらも、伝えなかった。	きづきながらも、つたえなかった。	Although I noticed, I didn't tell.						[sound:c51fda78b646.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
見ながらも、止めなかった。	みながらも、とめなかった。	Although I saw, I didn't stop it.						[sound:3a0e843aee84.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
聞きながらも、関心がなかった。	ききながらも、かんしんがなかった。	Although I heard, I didn't care.						[sound:b3fde7616b94.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
感じながらも、笑顔を保った。	かんじながらも、えがおをたもった。	Although I felt it, I kept smiling.						[sound:d941ba50e5e1.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
