#separator:tab
#html:true
#columns:JP	OptionA	OptionB	Answer	Why	Tip	Audio	Tags
#notetype:Contrast
#deck:Japanese Grammar::04 - N2 Grammar::Contrast

先生さえ知らない問題まである。	まで	ばかりでなく	まで	extreme extent	まで = extent inclusion, ばかりでなく = expansion	[sound:393bc1fadde6.mp3]	module:04-n2 jlpt:n2 point:listing-extremity complexity:standard confusable-with:ばかりでなく frequency:top1k
彼の行動は信じられず、笑ってしようがない。	てしようがない	てならない	てしようがない	helpless involuntary action	しようがない = can't help, ならない = must	[sound:c5122f6fffe6.mp3]	module:04-n2 jlpt:n2 point:listing-extremity complexity:standard confusable-with:てならない frequency:top10k
その映画は見ずにはいられず、見てならない。	てならない	てしようがない	てならない	compulsion to do	ならない = must, しようがない = helpless	[sound:9017105c57b9.mp3]	module:04-n2 jlpt:n2 point:listing-extremity complexity:standard confusable-with:てしようがない frequency:top1k
学生やら会社員やら様々な人がいる。	やら・やら	たり・たり	やら・やら	mixed group listing	やら = mixed, たり = specific alternation	[sound:4025115a2174.mp3]	module:04-n2 jlpt:n2 point:listing-extremity complexity:standard confusable-with:たり・たり frequency:top10k
子どもだの、ペットだのがいるから大変だ。	だの・だの	とか・とか	だの・だの	listed burden	だの = burden connotation, とか = neutral	[sound:36460db68392.mp3]	module:04-n2 jlpt:n2 point:listing-extremity complexity:standard confusable-with:とか・とか frequency:top5k
彼が現れたなり、皆が静かになった。	なり	たり	なり	as soon as temporal	なり = immediate, たり = alternation	[sound:5448c4fd5f2f.mp3]	module:04-n2 jlpt:n2 point:listing-extremity complexity:standard confusable-with:たり frequency:top10k
助けるどころか、邪魔をしている。	どころか	ばかりか	どころか	opposite escalation	どころか = contrary, ばかりか = addition	[sound:f2c8395fcfc4.mp3]	module:04-n2 jlpt:n2 point:listing-extremity complexity:standard confusable-with:ばかりか frequency:top10k
合格者はこの学校ばかりか、他大学も含む。	ばかりか	だの	ばかりか	not-only inclusion	ばかりか = addition, だの = enumeration	[sound:b3b96997d3dd.mp3]	module:04-n2 jlpt:n2 point:listing-extremity complexity:standard confusable-with:だの frequency:top10k
悔しくて、言葉が出てこない。	くて	てしようがない	くて	state description	くて = state, しようがない = helplessness	[sound:ca8fca45b9a5.mp3]	module:04-n2 jlpt:n2 point:listing-extremity complexity:standard confusable-with:てしようがない frequency:top10k
仕事が大変で、休みたくてしかたがない。	たくてしかたがない	たくてならない	たくてしかたがない	desperate desire	しかたがない = helpless craving, ならない = obligation	[sound:04e3ee0cad37.mp3]	module:04-n2 jlpt:n2 point:listing-extremity complexity:standard confusable-with:たくてならない frequency:top1k
今日のテストは難しいどころか、不可能だ。	どころか	ばかりでなく	どころか	extreme beyond expectation	どころか = escalation, ばかりでなく = expansion	[sound:56e16d6693bc.mp3]	module:04-n2 jlpt:n2 point:listing-extremity complexity:standard confusable-with:ばかりでなく frequency:top10k
親ばかりでなく、友達も心配している。	ばかりでなく	ばかりか	ばかりでなく	formal shared concern	ばかりでなく = formal, ばかりか = casual	[sound:d498035d87e0.mp3]	module:04-n2 jlpt:n2 point:listing-extremity complexity:standard confusable-with:ばかりか frequency:top5k
彼の才能に驚かされてしまった。	されてしまった	させられた	されてしまった	involuntary amazement completed	される = passive involuntary, させられた = causative passive	[sound:360365c33949.mp3]	module:04-n2 jlpt:n2 point:listing-extremity complexity:standard confusable-with:させられた frequency:top10k
読んだり、書いたり、話したりして勉強する。	たり・たり・たり	やら・やら・やら	たり・たり・たり	multiple specific actions	たり = specific methods, やら = loose listing	[sound:d55a0cf2b1a6.mp3]	module:04-n2 jlpt:n2 point:listing-extremity complexity:standard confusable-with:やら・やら・やら frequency:top1k
病気で、動きたくてもどうにもならない。	たくてもどうにも	てならない	たくてもどうにも	complete inability despite desire	どうにも = absolute inability, ならない = obligation	[sound:46fe1292d82b.mp3]	module:04-n2 jlpt:n2 point:listing-extremity complexity:standard confusable-with:てならない frequency:low
