#separator:tab
#html:true
#columns:Prompt	Target	Reading	Sample	Why	Audio	Tags
#notetype:Production
#deck:Japanese Grammar::04 - N2 Grammar::Production

I speak not only Japanese but also English.	私はただ日本語だけでなく、英語も話す。	わたしはただにほんごだけでなく、えいごもはなす。	私はただ日本語だけでなく、英語も話す。	だけでなく: additive; だけあって: result earns the quality	[sound:219237596989.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:standard frequency:top10k source:shin-kanzen
He is not only a student but also works part-time.	彼は学生だけではなく、アルバイトもしている。	かれはがくせいだけではなく、あるばいともしている。	彼は学生だけではなく、アルバイトもしている。	だけでなく: additive; だけあって: result earns the quality	[sound:bb6bb72fe416.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:standard frequency:top5k source:shin-kanzen
That book is popular not only in Japan but also overseas.	その本は日本だけでなく、海外でも人気だ。	そのほんはにっぽんだけでなく、かいがいでもにんきだ。	その本は日本だけでなく、海外でも人気だ。	だけでなく: additive; だけあって: result earns the quality	[sound:801fd6770e50.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:standard frequency:top10k source:shin-kanzen
She is good at not only music but also dancing.	音楽だけでなく、ダンスも得意だ。	おんがくだけでなく、だんすもとくいだ。	音楽だけでなく、ダンスも得意だ。	だけでなく: additive; だけあって: result earns the quality	[sound:e03df30d2ba0.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:standard frequency:top10k source:shin-kanzen
We provide not only food but also drinks.	食事だけでなく、飲み物も提供する。	しょくじだけでなく、のみものもていきょうする。	食事だけでなく、飲み物も提供する。	だけでなく: additive; だけあって: result earns the quality	[sound:3a3c847386e8.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:standard frequency:low source:shin-kanzen
This is the only solution; there's no other way.	この方法しか解決策がない。	このほうほうしかかいけつさくがない。	この方法しか解決策がない。	だけあって: merit-proportional outcome — result justified by the prior quality	[sound:0d302fdffe5c.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:standard frequency:top10k source:shin-kanzen
Only he understands; others can't.	彼にしか分からない。	かれにしかわからない。	彼にしか分からない。	だけあって: reputation confirms reality — as expected from the known status	[sound:e11632784317.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:intro frequency:top10k source:shin-kanzen
I can speak only a little Japanese.	日本語を少ししか話せない。	にほんごをすこししかはなせない。	日本語を少ししか話せない。	だけあって: earned distinction — the quality is proportional to the cause	[sound:05a85d472cf0.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:standard frequency:top10k source:shin-kanzen
I drink only coffee; nothing else.	コーヒーしか飲まない。	こーひーしかのまない。	コーヒーしか飲まない。	だけあって: concessive acknowledgment — granted the merit, the result follows	[sound:52907ddac879.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:intro frequency:top1k source:shin-kanzen
I've only met once; never before or after.	一度しか会ったことがない。	いちどしかあったことがない。	一度しか会ったことがない。	だけあって: causal sufficiency — the merit alone is enough to explain Y	[sound:a42631a9dc1c.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:standard frequency:top5k source:shin-kanzen
I have no choice but to endure.	我慢するしかない。	がまんするしかない。	我慢するしかない。	だけあって: merit-proportional outcome — result justified by the prior quality	[sound:bbd7edb37932.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:intro frequency:top10k source:shin-kanzen
I have no choice but to give up.	諦めるしかない。	あきらめるしかない。	諦めるしかない。	だけあって: reputation confirms reality — as expected from the known status	[sound:189dd662c410.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:intro frequency:top10k source:shin-kanzen
I have no choice but to go.	行くしかない。	いくしかない。	行くしかない。	だけあって: earned distinction — the quality is proportional to the cause	[sound:6d08e167a6d3.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:intro frequency:top1k source:shin-kanzen
Since I failed, I have no choice but to apologize.	失敗したので、謝るしかない。	しっぱいしたので、あやまるしかない。	失敗したので、謝るしかない。	だけあって: concessive acknowledgment — granted the merit, the result follows	[sound:400a865a3663.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:standard frequency:top5k source:shin-kanzen
Since there's no time, I have no choice but to hurry.	時間がないから、早くするしかない。	じかんがないから、はやくするしかない。	時間がないから、早くするしかない。	だけあって: causal sufficiency — the merit alone is enough to explain Y	[sound:4f4845158804.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:standard frequency:top1k source:shin-kanzen
I can only speak Japanese.	日本語だけができます。	にほんごだけができます。	日本語だけができます。	だけあって: merit-proportional outcome — result justified by the prior quality	[sound:419543a52093.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:intro frequency:top10k source:shin-kanzen
We have no choice; there are only options.	選択肢しかありません。	せんたくししかありません。	選択肢しかありません。	だけあって: reputation confirms reality — as expected from the known status	[sound:bdea96c22fc7.mp3]	module:04-n2 jlpt:n2 point:だけあって complexity:intro frequency:top10k source:shin-kanzen
