#separator:tab
#html:true
#columns:Prompt	Target	Reading	Sample	Why	Audio	Tags
#notetype:Production
#deck:Japanese Grammar::04 - N2 Grammar::Production

I refer to both the past and present.	ならびに	かこならびにげんざいをさんこうにする。	過去並びに現在を参考にする。	並びに: temporal dyad — time-frames joined in formal discourse	[sound:3b17a09ae9b4.mp3]	module:04-n2 jlpt:n2 point:および complexity:standard frequency:low source:shin-kanzen
There are opinions for or against.	または	さんせいまたははんたいのいけんがある。	賛成または反対の意見がある。	または: disjunctive or — binary choice; either X or Y (mutually exclusive)	[sound:b5c52a105ee2.mp3]	module:04-n2 jlpt:n2 point:および complexity:standard frequency:top10k source:shin-kanzen
We can respond in English or Chinese.	または	えいごまたはちゅうごくごでたいおうできる。	英語または中国語で対応できる。	または: alternative capability — one of two options is available	[sound:fc49aafa4083.mp3]	module:04-n2 jlpt:n2 point:および complexity:standard frequency:low source:shin-kanzen
The meeting is Monday or Tuesday.	または	げつようびまたはかようびにかいぎがある。	月曜日または火曜日に会議がある。	または: temporal alternative — meeting falls on one of two days	[sound:c223b326df00.mp3]	module:04-n2 jlpt:n2 point:および complexity:standard frequency:top5k source:shin-kanzen
You can choose remote or office work.	または	ざいたくきんむまたはおふぃすきんむをえらべる。	在宅勤務またはオフィス勤務を選べる。	または: policy option — employee chooses between two work arrangements	[sound:8eef542d96c7.mp3]	module:04-n2 jlpt:n2 point:および complexity:standard frequency:low source:shin-kanzen
Or else, let's try another method.	あるいは	あるいはべつのほうほうをためす。	あるいは別の方法を試す。	あるいは: speculative alternative — or perhaps this other approach instead	[sound:77058df1ea5e.mp3]	module:04-n2 jlpt:n2 point:および complexity:intro frequency:top10k source:shin-kanzen
Or perhaps he might know.	あるいは	あるいはかれがしっているかもしれない。	あるいは彼が知っているかもしれない。	あるいは: tentative alternative hypothesis — maybe this person has the answer	[sound:f55555a0ecc3.mp3]	module:04-n2 jlpt:n2 point:および complexity:standard frequency:top5k source:shin-kanzen
Or that might be the cause.	あるいは	あるいはそれがげんいんかもしれない。	あるいはそれが原因かもしれない。	あるいは: speculative cause — or possibly this is why; softer than または	[sound:9babaeb2c8f4.mp3]	module:04-n2 jlpt:n2 point:および complexity:standard frequency:top5k source:shin-kanzen
Furthermore, there is an important point.	さらに	さらにじゅうようなてんがある。	さらに重要な点がある。	さらに: additive escalation — adds a point of equal or greater importance	[sound:bca160aca8fc.mp3]	module:04-n2 jlpt:n2 point:および complexity:intro frequency:top10k source:shin-kanzen
Moreover, he is also a doctor.	しかも	しかもかれはいしゃだ。	しかも彼は医者だ。	しかも: surprising reinforcing addition — unexpected extra fact strengthens claim	[sound:9fd1f76043dc.mp3]	module:04-n2 jlpt:n2 point:および complexity:intro frequency:top5k source:shin-kanzen
In addition, we also provide financial support.	加えて	くわえて、ざいせいてきしえんもていきょうしている。	加えて、財政的支援も提供している。	加えて: cumulative addition — builds up supporting evidence incrementally	[sound:45fdaa211350.mp3]	module:04-n2 jlpt:n2 point:および complexity:standard frequency:low source:shin-kanzen
Therefore, the result was a failure.	それゆえに	それゆえにけっかはしっぱいした。	それゆえに結果は失敗した。	それゆえに: formal logical consequence — result follows by necessity from cause	[sound:f5c3eb6a6cdb.mp3]	module:04-n2 jlpt:n2 point:および complexity:standard frequency:top10k source:shin-kanzen
Accordingly, measures are necessary.	したがって	したがってたいさくがひつようである。	したがって対策が必要である。	したがって: formal deduction — conclusion derived from premises; logical flow	[sound:e957e6e80b72.mp3]	module:04-n2 jlpt:n2 point:および complexity:standard frequency:low source:shin-kanzen
Hence, we take action.	ゆえに	ゆえにわれわれはこうどうする。	ゆえに我々は行動する。	ゆえに: classical formal causation — literary register; archaic consequence marker	[sound:9d36cd28b855.mp3]	module:04-n2 jlpt:n2 point:および complexity:intro frequency:top10k source:shin-kanzen
A new law was enacted. Hence, society will change.	ゆえに	あたらしいほうりつがせいりつした。ゆえにしゃかいがかわるだろう。	新しい法律が成立した。ゆえに社会が変わるだろう。	ゆえに: legislative consequence — law enacted, therefore social change follows	[sound:5c84cafba19f.mp3]	module:04-n2 jlpt:n2 point:および complexity:standard frequency:low source:shin-kanzen
As evidence of that, attendance is high.	その証拠に	そのしょうこにしゅっせきりつがたかい。	その証拠に出席率が高い。	その証拠に: evidence citation — offers observable fact to support prior claim	[sound:a2acff5d2144.mp3]	module:04-n2 jlpt:n2 point:および complexity:intro frequency:low source:shin-kanzen
The reason is that there was no time.	なぜかというと	なぜかというと、じかんがなかったからだ。	何故かというと、時間がなかったからだ。	何故かというと: reason-giving frame — introduces explanation for prior statement	[sound:7a74815f8ce6.mp3]	module:04-n2 jlpt:n2 point:および complexity:advanced frequency:low source:shin-kanzen
In other words, the budget is insufficient.	つまり	つまり、よさんがたりないということだ。	つまり、予算が足りないということだ。	つまり: meaning-restatement — prior statement restated as clearer conclusion	[sound:81540aff2f74.mp3]	module:04-n2 jlpt:n2 point:および complexity:standard frequency:top10k source:shin-kanzen
To put it another way, urgent action is needed.	言い換えると	いいかえると、そうきゅうなたいおうがひつよう。	言い換えると、早急な対応が必要。	言い換えると: paraphrase — rewording of prior statement for added clarity	[sound:ff3f79b29ab7.mp3]	module:04-n2 jlpt:n2 point:および complexity:standard frequency:low source:shin-kanzen
Finally, safety is the top priority.	最後に	さいごに、あんぜんせいがさいゆうせんである。	最後に、安全性が最優先である。	最後に: discourse closure marker — signals final point in formal enumeration	[sound:48181be19f7c.mp3]	module:04-n2 jlpt:n2 point:および complexity:standard frequency:low source:shin-kanzen
On the other hand, there is another perspective.	一方	いっぽう、ほかのみかたもある。	一方、他の見方もある。	一方: contrastive pivot — introduces contrasting perspective to prior point	[sound:fdcd02e0777f.mp3]	module:04-n2 jlpt:n2 point:および complexity:intro frequency:top10k source:shin-kanzen
On one hand, efficiency increases; on the other hand, burden increases.	一方で...一方で	いっぽうでこうりつがあがり、いっぽうでふたんがふえる。	一方で効率が上がり、一方で負担が増える。	一方で: parallel contrast — both conditions X and Y are simultaneously true	[sound:cb5371d0059e.mp3]	module:04-n2 jlpt:n2 point:および complexity:standard frequency:low source:shin-kanzen
However, there are conditions.	ただし	ただし、じょうけんがある。	ただし、条件がある。	ただし: limiting caveat — qualifies the preceding general claim	[sound:32711717a456.mp3]	module:04-n2 jlpt:n2 point:および complexity:intro frequency:top10k source:shin-kanzen
Note that there is a time limit.	但し	ただし、じかんせいげんがある。	但し、時間制限がある。	但し: formal written qualification — limiting exception; written-register ただし	[sound:a7b6f36c45b5.mp3]	module:04-n2 jlpt:n2 point:および complexity:intro frequency:low source:shin-kanzen
Rather, it is the opposite.	むしろ	むしろはんたいである。	むしろ反対である。	むしろ: counter-expectation reversal — contrary to expectation or prior claim	[sound:44fc4bf39ec9.mp3]	module:04-n2 jlpt:n2 point:および complexity:intro frequency:top5k source:shin-kanzen
As a result, sales doubled.	その結果	そのけっか、うりあげがばいぞうした。	その結果、売上が倍増した。	その結果: consequence marker — result flows from previously described action	[sound:13c91772f739.mp3]	module:04-n2 jlpt:n2 point:および complexity:intro frequency:low source:shin-kanzen
For that purpose, we increased investment.	その為に	そのためにとうしをふやした。	その為に投資を増やした。	その為に: purpose marker — X was done specifically to achieve the stated goal	[sound:4af129a228db.mp3]	module:04-n2 jlpt:n2 point:および complexity:intro frequency:low source:shin-kanzen
That is precisely why I made this choice.	だからこそ	だからこそ、このせんたくをした。	だからこそ、この選択をした。	だからこそ: emphatic causal link — precisely BECAUSE of that, this was chosen	[sound:d8327630a099.mp3]	module:04-n2 jlpt:n2 point:および complexity:standard frequency:top10k source:shin-kanzen
Well then, let's proceed with preparations.	それでは	それでは、じゅんびをすすめましょう。	それでは、準備を進めましょう。	それでは: transitional opener — marks shift from discussion to action	[sound:2ab7a13e50d1.mp3]	module:04-n2 jlpt:n2 point:および complexity:standard frequency:top5k source:shin-kanzen
