#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::04 - N2 Grammar::Recognition

難関資格をやり遂げるのが目標だ。	なんかんしかくをやりとげるのがもくひょうだ。	Passing difficult qualification is the goal.	Challenge completion	やり遂げる	Achievement	Qualification context	完成する	[sound:160c2e3c7e5f.mp3]	module:04-n2 jlpt:n2 point:かねる complexity:standard frequency:low source:shin-kanzen
約束を最後まで通し通した。	やくそくをさいごまでとうしとうした。	I kept the promise through to the end.	Promise keeping	通し通す	Persistence	Commitment context	続ける	[sound:d1be18706bf2.mp3]	module:04-n2 jlpt:n2 point:かねる complexity:standard frequency:top5k source:shin-kanzen
様々な困難を乗り越えた経験がある。	さまざまなこんなんをのりこえたけいけんがある。	I have experience overcoming various difficulties.	Obstacle overcoming	乗り越える	Capability	Experience context	克服する	[sound:3e91d67104e4.mp3]	module:04-n2 jlpt:n2 point:かねる complexity:standard frequency:top10k source:shin-kanzen
新入社員を一人前に育て上げるのが先輩の役割だ。	しんにゅうしゃいんをいちにんまえにそだてあげるのがせんぱいのやくわりだ。	Raising new employees to be independent is the senior's role.	Employee development	育て上げる	Nurturing	HR context	育成する	[sound:602ceeec4c22.mp3]	module:04-n2 jlpt:n2 point:かねる complexity:standard frequency:low source:shin-kanzen
この問題をなす術がない。	このもんだいをなすじゅつがない。	There is no way to deal with this problem.	Problem handling	なす	Execute	Difficulty context	する	[sound:ef0fec7745e2.mp3]	module:04-n2 jlpt:n2 point:かねる complexity:intro frequency:top1k source:shin-kanzen
重大な失敗しかねない場面が多い。	じゅうだいなしっぱいしかねないばめんがおおい。	There are many situations where serious failure could happen.	Risk potential	V-masu + しかねない (might well V; at risk of V-ing)	Risk marker	Warning context	かもしれない	[sound:69a77f8bda72.mp3]	module:04-n2 jlpt:n2 point:かねる complexity:standard frequency:top10k source:shin-kanzen
その提案は承認しかねる。	そのていあんはしょうにんしかねる。	I struggle to approve that proposal.	Reluctant refusal	V-masu + かねる (find it difficult to V; can't bring oneself to V)	Unable	Decision context	難しい	[sound:918ad9621beb.mp3]	module:04-n2 jlpt:n2 point:かねる complexity:intro frequency:top10k source:shin-kanzen
責務を全力で尽くす心構えだ。	せきむをぜんりょくでつくすこころがまえだ。	I'm prepared to exhaust my full effort on my duty.	Commitment	尽くす	Complete	Dedication context	使い切る	[sound:157a75721e06.mp3]	module:04-n2 jlpt:n2 point:かねる complexity:standard frequency:low source:shin-kanzen
同じ間違いを繰り返してはならない。	おなじまちがいをくりかえしてはならない。	One must not repeat the same mistake.	Mistake cycle	繰り返す	Iteration	Mistake context	何度も	[sound:dad1c4d27d47.mp3]	module:04-n2 jlpt:n2 point:かねる complexity:standard frequency:top10k source:shin-kanzen
多年の研究が実を結んだ。	たねんのけんきゅうがみをむすんだ。	Years of research bore fruit.	Success achievement	実を結ぶ	Achievement	Research context	成功する	[sound:82c5af43893f.mp3]	module:04-n2 jlpt:n2 point:かねる complexity:intro frequency:top10k source:shin-kanzen
組織の理念を貫き通す必要がある。	そしきのりねんをつらぬきとうすひつようがある。	There is a need to maintain the organization's principles.	Value maintenance	貫き通す	Consistency	Organization context	守る	[sound:49ad6b6500eb.mp3]	module:04-n2 jlpt:n2 point:かねる complexity:standard frequency:low source:shin-kanzen
任務を完璧に遂行し抜いた。	にんむをかんぺきにすいこうしぬいた。	I completed the mission flawlessly all the way through.	Perfect execution	し抜く	Completion	Task context	やり遂げる	[sound:13458581dc06.mp3]	module:04-n2 jlpt:n2 point:かねる complexity:standard frequency:low source:shin-kanzen
患者に説得し切ることは難しい。	かんじゃにせっとくしきることはむずかしい。	It is difficult to fully convince the patient.	Complete persuasion	し切る	Complete	Medical context	納得させる	[sound:8a440b5494aa.mp3]	module:04-n2 jlpt:n2 point:かねる complexity:standard frequency:low source:shin-kanzen
新たな技術を使い熟す段階に入った。	あらたなぎじゅつをつかいこなすだんかいにはいった。	We entered the stage of mastering new technology.	Technology mastery	使い熟す	Mastery	Learning context	上手になる	[sound:7bcd164d6740.mp3]	module:04-n2 jlpt:n2 point:かねる complexity:standard frequency:low source:shin-kanzen
目標に向かって走り続けた。	もくひょうにむかってはしりつづけた。	I kept running toward the goal.	Continuous effort	走り続ける	Persistence	Goal context	ずっと続ける	[sound:09a014216a6c.mp3]	module:04-n2 jlpt:n2 point:かねる complexity:standard frequency:top10k source:shin-kanzen
夢を叶え遂げることを願っている。	ゆめをかなえとげることをねがっている。	I wish to achieve my dreams.	Dream realization	叶え遂げる	Accomplishment	Hope context	実現する	[sound:5633f5a51ea1.mp3]	module:04-n2 jlpt:n2 point:かねる complexity:standard frequency:low source:shin-kanzen
その方針を押し通した。	そのほうしんをおしとおした。	I pushed that policy through.	Forceful implementation	押し通す	Assert	Policy context	実施する	[sound:060230268430.mp3]	module:04-n2 jlpt:n2 point:かねる complexity:intro frequency:low source:shin-kanzen
新しい文化を受け入れ続けている。	あたらしいぶんかをうけいれつづけている。	I keep accepting new culture.	Cultural integration	受け入れ続ける	Ongoing acceptance	Change context	ずっと受け入れる	[sound:ae49cb9230fd.mp3]	module:04-n2 jlpt:n2 point:かねる complexity:standard frequency:low source:shin-kanzen
苦しい状況を切り抜けた。	くるしいじょうきょうをきりぬけた。	I managed to get through a difficult situation.	Situation escape	切り抜ける	Escape	Survival context	乗り切る	[sound:29cb05b52f00.mp3]	module:04-n2 jlpt:n2 point:かねる complexity:intro frequency:top10k source:shin-kanzen
昨年の成績を大きく上回り遂げた。	さくねんのせいせきをおおきくうわまわりとげた。	I surpassed last year's results significantly.	Performance enhancement	上回り遂げる	Surpassing	Achievement context	超える	[sound:f42b7a74669b.mp3]	module:04-n2 jlpt:n2 point:かねる complexity:standard frequency:top10k source:shin-kanzen
