#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::06 - Keigo::Recognition
いかがでしょうか。	いかがでしょうか。	How about that?	丁寧語	でしょうか	formal inquiry	question	[sound:0100b914c481.mp3]	[sound:0100b914c481.mp3]	module:06-keigo point:teineigo-bikago complexity:intro
お疲れさまです。	おつかれさまです。	You must be tired.	丁寧語	さまです	formal acknowledgment	acknowledgment	[sound:ae12dd52f84b.mp3]	[sound:ae12dd52f84b.mp3]	module:06-keigo point:teineigo-bikago complexity:intro frequency:top10k
どうぞよろしくお願いいたします。	どうぞよろしくおねがいいたします。	Please help me.	丁寧語	よろしくお願いいたします	formal request	request	[sound:311b151c848d.mp3]	[sound:311b151c848d.mp3]	module:06-keigo point:teineigo-bikago complexity:standard frequency:top10k
恐れ入りますが。	おそれいりますが。	I'm sorry to bother you.	丁寧語	ますが	formal apology	apology	[sound:fe52f6afc4b1.mp3]	[sound:fe52f6afc4b1.mp3]	module:06-keigo point:teineigo-bikago complexity:intro frequency:low
かたじけございません。	かたじけございません。	Thank you (archaic formal).	丁寧語	ございません	archaic formal thanks	thanks	[sound:4830012adc12.mp3]	[sound:4830012adc12.mp3]	module:06-keigo point:teineigo-bikago complexity:intro
どうぞお召し上がりください。	どうぞおめしあがりください。	Please have (food/drink).	丁寧語	ください	formal invitation	invitation	[sound:221eee611d94.mp3]	[sound:221eee611d94.mp3]	module:06-keigo point:teineigo-bikago complexity:standard frequency:low
おられるでしょうか。	おられるでしょうか。	Would you be available?	丁寧語	でしょうか	formal availability question	question	[sound:b41fbea58e7e.mp3]	[sound:b41fbea58e7e.mp3]	module:06-keigo point:teineigo-bikago complexity:intro
ご用件をお伺いします。	ごようけんをおうかがいします。	May I ask your business?	丁寧語	いたします	formal inquiry	inquiry	[sound:9b6d4604af7c.mp3]	[sound:9b6d4604af7c.mp3]	module:06-keigo point:teineigo-bikago complexity:intro frequency:low
お声がお聞こえになります。	おこえがおきこえになります。	I can hear your voice.	丁寧語	になります	formal auditory	auditory	[sound:388a1a3127b5.mp3]	[sound:388a1a3127b5.mp3]	module:06-keigo point:teineigo-bikago complexity:standard frequency:top1k
ご覧くださいませ。	ごらんくださいませ。	Please look (very polite).	丁寧語	くださいませ	archaic formal request	request	[sound:ebd131449a59.mp3]	[sound:ebd131449a59.mp3]	module:06-keigo point:teineigo-bikago complexity:intro
いただきたく存じます。	いただきたくぞんじます。	I wish to humbly receive.	丁寧語	存じます	formal desire expression	desire	[sound:cb47b63ff477.mp3]	[sound:cb47b63ff477.mp3]	module:06-keigo point:teineigo-bikago complexity:intro
お差し支えなければ。	おさしつかえなければ。	If it's no inconvenience.	丁寧語	なければ	formal conditional	conditional	[sound:8f05ae4e770a.mp3]	[sound:8f05ae4e770a.mp3]	module:06-keigo point:teineigo-bikago complexity:intro frequency:low
何かご不明な点はございますか。	なにかごふめいなてんはございますか。	Are there any unclear points?	丁寧語	ございますか	formal clarification	clarification	[sound:665282a987cb.mp3]	[sound:665282a987cb.mp3]	module:06-keigo point:teineigo-bikago complexity:standard frequency:low
その意見はご尤もです。	そのいけんはごもっともです。	That opinion is quite justified.	丁寧語	ご・です	polite acknowledgment	agreement	[sound:93a2437c4c5e.mp3]	[sound:93a2437c4c5e.mp3]	module:06-keigo point:teineigo-bikago complexity:intro frequency:top10k
お返事をお待ちしております。	おへんじをおまちしております。	I am respectfully awaiting your reply.	丁寧語	お・いたす+ている	polite waiting	waiting	[sound:f06b681241e4.mp3]	[sound:f06b681241e4.mp3]	module:06-keigo point:teineigo-bikago complexity:standard frequency:top5k
こちらこそお世話になっております。	こちらこそおせわになっております。	We too are grateful for your support.	丁寧語	こちらこそ+お世話	polite reciprocal	reciprocal	[sound:2e05144dba44.mp3]	[sound:2e05144dba44.mp3]	module:06-keigo point:teineigo-bikago complexity:standard frequency:top5k
ご協力をいただきますよう。	ごきょうりょくをいただきますよう。	We humbly request your cooperation.	丁寧語	ご・+いただく+ます	polite request	request	[sound:670af29d8536.mp3]	[sound:670af29d8536.mp3]	module:06-keigo point:teineigo-bikago complexity:standard frequency:top10k
お役に立てて光栄です。	おやくにたててこうえいです。	I am honored to be of service.	丁寧語	お役に立てる	polite pleasure	pleasure	[sound:3f1595440932.mp3]	[sound:3f1595440932.mp3]	module:06-keigo point:teineigo-bikago complexity:intro frequency:top10k
ご利用ありがとうございます。	ごりようありがとうございます。	Thank you for using our service.	丁寧語	ご・+ありがとう	polite thanks	thanks	[sound:92414d17a650.mp3]	[sound:92414d17a650.mp3]	module:06-keigo point:teineigo-bikago complexity:standard frequency:top5k
ご来社いただきありがとうございました。	ごらいしゃいただきありがとうございました。	Thank you for coming (very formal).	丁寧語	ご来社+いただく+ありがとう	formal thanks	thanks	[sound:e0fe597a1dbc.mp3]	[sound:e0fe597a1dbc.mp3]	module:06-keigo point:teineigo-bikago complexity:standard frequency:top10k
