#separator:tab
#html:true
#columns:Text	Reading	Hint	Audio	Tags
#notetype:Cloze
#deck:Japanese Grammar::06 - Keigo::Cloze

ご不明な箇所について{{c1::お聞かせください}}。	おきかせください	business: tell us unclear parts	[sound:e3daefabc24a.mp3]	module:06-keigo point:business-phrases complexity:intro frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
今回の予定でしたが{{c1::どちらでもかまいませんが}}お好きな方でどうぞ。	どちらでもかまいませんが	business: either is fine	[sound:1df5221ccc95.mp3]	module:06-keigo point:business-phrases complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
プロジェクトにかかる予算について{{c1::お伝えいたします}}。	おつたえいたします	business: will inform budget	[sound:b6684f827353.mp3]	module:06-keigo point:business-phrases complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
このご提案で{{c1::こちらで異議はございませんか}}。	このごていあんで{{c1::こちらでいぎはございませんか}}。	business: any objections	[sound:08ddfe7bc1cd.mp3]	module:06-keigo point:business-phrases complexity:intro frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
今回のご協力をいただき{{c1::本当にありがとうございました}}。	ほんとうにありがとうございました	business: thank you very much	[sound:8aca0b97b4d7.mp3]	module:06-keigo point:business-phrases complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
今後も引き続き{{c1::今後ともよろしくお願いいたします}}。	こんごともよろしくおねがいいたします	business: continued support	[sound:61246146fd3b.mp3]	module:06-keigo point:business-phrases complexity:intro frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
詳細につきましては{{c1::別途ご連絡させていただきます}}。	べっとごれんらくさせていただきます	business: will contact separately	[sound:c2d2bb01648e.mp3]	module:06-keigo point:business-phrases complexity:intro frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
貴重なお時間をいただき{{c1::お時間をいただきありがとうございます}}。	おじかんをいただきありがとうございます	business: thank you for time	[sound:2c0789376dde.mp3]	module:06-keigo point:business-phrases complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
このオプションはいかがでしょうか{{c1::こちらはいかがでしょうか}}？	こちらはいかがでしょうか	business: how about this	[sound:e6598e0a88b4.mp3]	module:06-keigo point:business-phrases complexity:standard source:dictionary-of-jp-grammar sense:keigo-alternatives
不安でしたらよろしければ{{c1::こちらをご確認ください}}。	こちらをごかくにんください	business: please check	[sound:1c7674925d4d.mp3]	module:06-keigo point:business-phrases complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
昨日のメール{{c1::返信いただきありがとうございます}}。	へんしんいただきありがとうございます	business: thanks for reply	[sound:33d252e30bb4.mp3]	module:06-keigo point:business-phrases complexity:intro frequency:top1k source:dictionary-of-jp-grammar sense:keigo-alternatives
本当にお疲れの中{{c1::お忙しい中ありがとうございました}}。	おいそがしいなかありがとうございました	business: thanks despite busy	[sound:80fc1060e2b9.mp3]	module:06-keigo point:business-phrases complexity:intro frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
前回のご指摘{{c1::いただきましたご指摘について}}対応いたします。	いただきましたごしてきについて	business: regarding your feedback	[sound:6b93b6b4ecd1.mp3]	module:06-keigo point:business-phrases complexity:standard frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
