#separator:tab
#html:true
#columns:JP	OptionA	OptionB	Answer	Why	Tip	Audio	Tags
#notetype:Contrast
#deck:Japanese Grammar::06 - Keigo::Contrast

ご質問があります。	質問があります	ご質問がございますか	ご質問がございますか	Bikago + ございますか.	Bikago + ございますか.	[sound:af2379406438.mp3]	module:06-keigo point:keigo-stacking complexity:intro confusable-with:質問があります frequency:top1k source:dictionary-of-jp-grammar sense:keigo-alternatives
お返しです。	返しです	こちらがお返しでございます	こちらがお返しでございます	でございます > です.	でございます = formal.	[sound:256f1fbb5e44.mp3]	module:06-keigo point:keigo-stacking complexity:intro confusable-with:返しです source:dictionary-of-jp-grammar sense:keigo-alternatives
申し訳ない。	申し訳ない	申し訳ございません	申し訳ございません	ございません > ない.	ございません = formal.	[sound:27a771681c52.mp3]	module:06-keigo point:keigo-stacking complexity:intro confusable-with:申し訳ない frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
失礼。	失礼	失礼いたします	失礼いたします	いたします > bare word.	いたします = formal.	[sound:a0e5b6033e19.mp3]	module:06-keigo point:keigo-stacking complexity:intro confusable-with:失礼 frequency:top5k source:dictionary-of-jp-grammar sense:keigo-alternatives
本当にご迷惑をおかけいたしました。	ご迷惑をおかけしました。	本当にご迷惑をおかけいたしました。	おかけいたしました	いたした > した in apology.	Humble いたす = formal.	[sound:93f54fc0cdcb.mp3]	module:06-keigo point:keigo-stacking complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
ご対応させていただきましたが。	対応しましたが。	ご対応させていただきましたが。	させていただきましたが	させていただく + が = softer.	Adding が = softer tone.	[sound:a0c0e5b92307.mp3]	module:06-keigo point:keigo-stacking complexity:standard frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
何らかのご不都合がございましたら。	何かの不都合があったら。	何らかのご不都合がございましたら。	ございましたら	ございました > あった in formality.	ございました = formal.	[sound:728f57b0b35b.mp3]	module:06-keigo point:keigo-stacking complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
お力添えのほどよろしくお願いいたします。	協力をよろしくお願いします。	お力添えのほどよろしくお願いいたします。	のほどよろしくお願いいたします	のほど pattern = max formality.	のほど = formal pattern.	[sound:474df6153327.mp3]	module:06-keigo point:keigo-stacking complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
お返事をいただけましたら幸いです。	お返事をいただけたら幸いです。	お返事をいただけましたら幸いです。	いただけましたら幸いです	ましたら > たら in formality.	ましたら = formal.	[sound:99083a89ed6a.mp3]	module:06-keigo point:keigo-stacking complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
ご質問のほどよろしくお願いいたします。	ご質問をよろしくお願いします。	ご質問のほどよろしくお願いいたします。	のほどよろしくお願いいたします	のほど + いたします = max formal.	のほど pattern.	[sound:f5b0b0f77a4f.mp3]	module:06-keigo point:keigo-stacking complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
お力添えいただけましたら嬉しいです。	助けていただけたら嬉しいです。	お力添えいただけましたら嬉しいです。	いただけましたら嬉しいです	ましたら + お力添え + でございます = ultra formal.	ましたら = formal.	[sound:2d20a7953752.mp3]	module:06-keigo point:keigo-stacking complexity:standard frequency:top5k source:dictionary-of-jp-grammar sense:keigo-alternatives
