#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::06 - Keigo (Honorifics)::Recognition
#
田中さんがお読みになります。		Double honorific vs humble.	contrast-derived	拝読いたす	Double honorific vs humble.	Double honor vs humble.	田中さんが読みます。 vs 私が拝読いたします。	[sound:ccd99d3a48e1.mp3]	module:06-keigo point:sonkei-vs-kenjo complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
先生がお聞きになりました。		お聞きになる (honor); 拝聴いたす (humble).	contrast-derived	拝聴いたした	お聞きになる (honor); 拝聴いたす (humble).	Listening: honor vs humble.	先生が聞きました。 vs 私が拝聴いたしました。	[sound:84015bac5c42.mp3]	module:06-keigo point:sonkei-vs-kenjo complexity:standard frequency:top1k source:dictionary-of-jp-grammar sense:keigo-alternatives
お父さんがお決めになりました。		お決めになる (honor); 決めさせていただく (humble).	contrast-derived	決めさせていただいた	お決めになる (honor); 決めさせていただく (humble).	Deciding: honor vs permission.	お父さんが決めました。 vs 私が決めさせていただきました。	[sound:cb82536122d8.mp3]	module:06-keigo point:sonkei-vs-kenjo complexity:standard frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
社長がご説明になります。		ご説明になる (honor); ご説明いたす (humble).	contrast-derived	ご説明いたす	ご説明になる (honor); ご説明いたす (humble).	Explaining: honor vs humble.	社長が説明します。 vs 私がご説明いたします。	[sound:8eed7d1afca3.mp3]	module:06-keigo point:sonkei-vs-kenjo complexity:intro frequency:top5k source:dictionary-of-jp-grammar sense:keigo-alternatives
先輩がお住みになります。		お住みになる (honor); お世話になっている (humble).	contrast-derived	お世話になっている	お住みになる (honor); お世話になっている (humble).	Living: honor vs grateful.	先輩が住んでいます。 vs 私がお世話になっています。	[sound:fabfa67ca9ad.mp3]	module:06-keigo point:sonkei-vs-kenjo complexity:intro frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
お医者さんがお忙しいです。		お忙しい (honor); お手数をおかけする (humble).	contrast-derived	お手数をおかけする	お忙しい (honor); お手数をおかけする (humble).	Busy: honor vs apology.	お医者さんが忙しいです。 vs 私がお手数をおかけします。	[sound:4211fde036a4.mp3]	module:06-keigo point:sonkei-vs-kenjo complexity:standard frequency:top1k source:dictionary-of-jp-grammar sense:keigo-alternatives
先生がお見えになりました。		お見えになる (honor); 参上いたす (humble).	contrast-derived	参上いたした	お見えになる (honor); 参上いたす (humble).	Appearing: honor vs humble.	先生が見えました。 vs 私が参上いたしました。	[sound:097f924064db.mp3]	module:06-keigo point:sonkei-vs-kenjo complexity:standard frequency:top1k source:dictionary-of-jp-grammar sense:keigo-alternatives
お客様がお越しになりました。		お越しになる (honor); 伺う (humble).	contrast-derived	伺った	お越しになる (honor); 伺う (humble).	Coming: honor vs humble.	お客様が来ました。 vs 私が伺いました。	[sound:0931b6633bb1.mp3]	module:06-keigo point:sonkei-vs-kenjo complexity:standard frequency:top5k source:dictionary-of-jp-grammar sense:keigo-alternatives
先生がお作りになります。		Double honor vs humble.	contrast-derived	作らせていただく	Double honor vs humble.	Double honor vs humble.	先生が作ります。 vs 私が作らせていただきます。	[sound:f8c2d885634d.mp3]	module:06-keigo point:sonkei-vs-kenjo complexity:intro frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
田中さんがお書きになりました。		Double honor vs humble.	contrast-derived	拝著いたした	Double honor vs humble.	Double honor vs humble.	田中さんが書きました。 vs 私が拝著いたしました。	[sound:61083809d1bf.mp3]	module:06-keigo point:sonkei-vs-kenjo complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
お母さんがお飲みになります。		Double honor vs humble.	contrast-derived	いただく	Double honor vs humble.	Double honor vs humble.	お母さんが飲みます。 vs 私がいただきます。	[sound:4c65811f730b.mp3]	module:06-keigo point:sonkei-vs-kenjo complexity:standard frequency:top1k source:dictionary-of-jp-grammar sense:keigo-alternatives
お父さんがお作りになります。		Double honor vs humble.	contrast-derived	作らせていただく	Double honor vs humble.	Double honor vs humble.	お父さんが作ります。 vs 私が作らせていただきます。	[sound:de86cf5d586d.mp3]	module:06-keigo point:sonkei-vs-kenjo complexity:standard frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
先生がご存じだ。		ご存じ (honor); 存じる (humble).	contrast-derived	存じる	ご存じ (honor); 存じる (humble).	Knowledge: honor vs humble.	先生がご存じだ vs 私が存じる。	[sound:9a4ad9affa21.mp3]	module:06-keigo point:sonkei-vs-kenjo complexity:intro frequency:top1k source:dictionary-of-jp-grammar sense:keigo-alternatives
その貴重な意見をご提示くださいました。		提示くださる (honor); 拝見いたす (humble).	contrast-derived	拝見いたした	提示くださる (honor); 拝見いたす (humble).	Presentation: honor vs humble.	その報告書をご提示しました。 vs その報告書を拝見いたしました。	[sound:7aa566ced360.mp3]	module:06-keigo point:sonkei-vs-kenjo complexity:standard frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
本日のミーティングでお発表になります。		発表になる (honor); させていただく (humble).	contrast-derived	発表させていただく	発表になる (honor); させていただく (humble).	Presentation: honor vs humble.	本日のミーティングで発表します。 vs 本日のミーティングで発表させていただきます。	[sound:25c138d77f4b.mp3]	module:06-keigo point:sonkei-vs-kenjo complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
貴社がお力添えをいただきました。		力添えいただく (honor); させていただく (humble).	contrast-derived	協力させていただいた	力添えいただく (honor); させていただく (humble).	Helping: honor vs humble.	貴社が協力しました。 vs 私どもが協力させていただきました。	[sound:58b522558a04.mp3]	module:06-keigo point:sonkei-vs-kenjo complexity:standard frequency:top5k source:dictionary-of-jp-grammar sense:keigo-alternatives
お客様が召し上がります。		召し上がる is honorific; いただく is humble for self.	contrast-derived	いただく	召し上がる is honorific; いただく is humble for self.	Eating: honorific vs humble.	お客様がお食べになります。 vs 私がいただきます。	[sound:35ef04d3cd7c.mp3]	module:06-keigo point:sonkei-vs-kenjo complexity:intro frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
専門家がご指摘くださいました。		指摘くださる (honor); させていただく (humble).	contrast-derived	指摘させていただいた	指摘くださる (honor); させていただく (humble).	Pointing out: honor vs humble.	専門家が指摘しました。 vs 私が指摘させていただきました。	[sound:a33e9470e39d.mp3]	module:06-keigo point:sonkei-vs-kenjo complexity:standard frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
講師がお教えになりました。		教えになる (honor); させていただく (humble).	contrast-derived	教えさせていただいた	教えになる (honor); させていただく (humble).	Teaching: honor vs humble.	講師が教えました。 vs 私がお教えさせていただきました。	[sound:e9c054f2a768.mp3]	module:06-keigo point:sonkei-vs-kenjo complexity:standard frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
弁護士さんがご説明くださいました。		説明くださる (honor); いたす (humble).	contrast-derived	説明いたした	説明くださる (honor); いたす (humble).	Explaining: honor vs humble.	弁護士さんが説明しました。 vs 私がご説明いたしました。	[sound:6ddb41d0277f.mp3]	module:06-keigo point:sonkei-vs-kenjo complexity:standard frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
彼がご同意になりました。		ご同意になる is honorific; 同意いたす is humble.	contrast-derived	同意いたす	ご同意になる is honorific; 同意いたす is humble.	Agreeing: honorific vs humble.	彼が同意しました。 vs 私が同意いたしました。	[sound:64537ba9e491.mp3]	module:06-keigo point:sonkei-vs-kenjo complexity:intro frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
上司がご指示くださいました。		指示くださる (honor); させていただく (humble).	contrast-derived	指示させていただいた	指示くださる (honor); させていただく (humble).	Instructing: honor vs humble.	上司が指示しました。 vs 私が指示させていただきました。	[sound:96918a1e7bba.mp3]	module:06-keigo point:sonkei-vs-kenjo complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
患者さんがお医者さんにご相談になりました。		ご相談になる is honorific for the patient; ご相談する is humble/polite for self.	contrast-derived	ご相談した	ご相談になる is honorific for the patient; ご相談する is humble/polite for self.	Consulting: honorific vs humble.	患者さんがお医者さんに相談しました。 vs 私がお医者さんにご相談しました。	[sound:60cbb70aab92.mp3]	module:06-keigo point:sonkei-vs-kenjo complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
部下がお仕事をなさいました。		なさる (honor); させていただく (humble).	contrast-derived	させていただいた	なさる (honor); させていただく (humble).	Working: honor vs humble.	部下が仕事をしました。 vs 部下に仕事をさせていただきました。	[sound:856c4a5fc1d4.mp3]	module:06-keigo point:sonkei-vs-kenjo complexity:standard frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
来客がお帰りになりました。		帰りになられる (double honor); させていただく (humble).	contrast-derived	帰らせていただいた	帰りになられる (double honor); させていただく (humble).	Leaving: double honor vs humble.	来客が帰りました。 vs 私が帰らせていただきました。	[sound:1c0a1231de91.mp3]	module:06-keigo point:sonkei-vs-kenjo complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
