#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::06 - Keigo::Recognition
大変ご多忙のところ恐れ入ります。	たいへんごたぼうのところおそれいります。	Business: very sorry to trouble you.	ビジネス敬語	大変+ご多忙+恐れ入る	formal apology	apology		[sound:0d9fd2a232c3.mp3]	module:06-keigo point:business-set-phrases complexity:standard frequency:low
本件についてご質問などございましたら。	ほんけんについてごしつもんなどございましたら。	Business: if you have questions about this.	ビジネス敬語	本件+ご質問+ございましたら	polite conditional	conditional		[sound:deee87d28162.mp3]	module:06-keigo point:business-set-phrases complexity:standard frequency:top10k
返却期限までにお返しいただけますか。	へんきゃくきげんまでにおかえしいただけますか。	Business: can you return by deadline.	ビジネス敬語	返却期限+お返し+いただける	polite request	request		[sound:5e1425471c4c.mp3]	module:06-keigo point:business-set-phrases complexity:standard frequency:top10k
ご指示に従いまして対応いたします。	ごしじにしたがいましてたいおういたします。	Business: I will respond per your instructions.	ビジネス敬語	ご指示+に従いまして+対応+いたす	formal compliance	compliance		[sound:04f7ffb6c22d.mp3]	module:06-keigo point:business-set-phrases complexity:standard frequency:low
お急ぎのところ申し訳ございません。	おいそぎのところもうしわけございません。	Business: sorry to rush you.	ビジネス敬語	お急ぎ+申し訳+ございません	formal apology	apology		[sound:e7a4fe562224.mp3]	module:06-keigo point:business-set-phrases complexity:standard frequency:top10k
ご存知の通りでございます。	ごぞんじのとうりでございます。	Business: as you know (formal).	ビジネス敬語	ご存知+の通り+でございます	formal confirmation	confirmation		[sound:6982f2ed858d.mp3]	module:06-keigo point:business-set-phrases complexity:standard frequency:top5k
別途お打ち合わせをさせていただきたく。	べっとおうちあわせをさせていただきたく。	Business: wish to meet separately.	ビジネス敬語	別途+お打ち合わせ+させていただきたい	humble meeting request	meeting		[sound:40039c5681c9.mp3]	module:06-keigo point:business-set-phrases complexity:standard frequency:top5k
こちらこそご丁寧なご対応をありがとうございます。	こちらこそごていねいなごたいおうをありがとうございます。	Thank you for your careful attention.	ビジネス敬語	こちらこそ+ご丁寧+ご対応+ありがとう	formal thanks	thanks		[sound:dc0da66570f6.mp3]	module:06-keigo point:business-set-phrases complexity:standard frequency:low
別途書類をお郵送させていただきます。	べっとしょるいをおゆうそうさせていただきます。	I will mail documents separately.	ビジネス敬語	別途+書類+お郵送+させていただく	future action	action		[sound:811cdb3eb3cd.mp3]	module:06-keigo point:business-set-phrases complexity:standard frequency:low
ご理解いただきましてありがとうございます。	ごりかいいただきましてありがとうございます。	Thank you for understanding.	ビジネス敬語	ご理解+いただきまして+ありがとう	formal thanks	thanks		[sound:6be10b0511b6.mp3]	module:06-keigo point:business-set-phrases complexity:standard frequency:top10k
何かご分からないことございましたら。	なにかごわからないことございましたら。	If there is anything unclear.	ビジネス敬語	何か+ご分かりにくい+ございましたら	polite conditional	conditional		[sound:1884ad2d5a34.mp3]	module:06-keigo point:business-set-phrases complexity:standard frequency:top10k
弊社までお気軽にお問い合わせください。	へいしゃまでおきがるにおといあわせください。	Please feel free to contact us.	ビジネス敬語	弊社+お気軽に+お問い合わせ	polite invitation	invitation		[sound:d4319743f86c.mp3]	module:06-keigo point:business-set-phrases complexity:standard frequency:low
ご指摘の件につきましてお詫び申し上げます。	ごしてきのけんにつきましておわびもうしあげます。	I apologize for the pointed-out matter.	ビジネス敬語	ご指摘+の件+お詫び+申し上げる	formal apology	apology		[sound:9778b42cfa73.mp3]	module:06-keigo point:business-set-phrases complexity:standard frequency:low
今回のご協力についてお礼申し上げます。	こんかいのごきょうりょくについておれいもうしあげます。	I thank you for this cooperation.	ビジネス敬語	今回+ご協力+お礼+申し上げる	formal thanks	thanks		[sound:89eaa2c8d27f.mp3]	module:06-keigo point:business-set-phrases complexity:standard frequency:top10k
ご出席いただきましてありがとうございます。	ごしゅっせきいただきましてありがとうございます。	Thank you for attending.	ビジネス敬語	ご出席+いただきまして+ありがとう	formal thanks	thanks		[sound:14eba666a1f4.mp3]	module:06-keigo point:business-set-phrases complexity:standard frequency:top5k
