#separator:tab
#html:true
#columns:JP	OptionA	OptionB	Answer	Why	Tip	Audio	Tags
#notetype:Contrast
#deck:Japanese Grammar::06 - Keigo::Contrast
先生がお作りになられます。	先生が作ります。	私が作らせていただきます。	作らせていただく	Double honor vs humble.	Double honor vs humble.	[sound:bf819f763925.mp3]	module:06-keigo point:sonkei-vs-kenjo
田中さんがお書きになられました。	田中さんが書きました。	私が拝著いたしました。	拝著いたした	Double honor vs humble.	Double honor vs humble.	[sound:9aae4bc019c3.mp3]	module:06-keigo point:sonkei-vs-kenjo
お母さんがお飲みになられます。	お母さんが飲みます。	私がいただきます。	いただく	Double honor vs humble.	Double honor vs humble.	[sound:045669c4879c.mp3]	module:06-keigo point:sonkei-vs-kenjo
お父さんがお作りになられます。	お父さんが作ります。	私が作らせていただきます。	作らせていただく	Double honor vs humble.	Double honor vs humble.	[sound:1d6b319c90d3.mp3]	module:06-keigo point:sonkei-vs-kenjo
先生がご存じだ。	先生がご存じだ	私が存じる。	存じる	ご存じ (honor); 存じる (humble).	Knowledge: honor vs humble.	[sound:9a4ad9affa21.mp3]	module:06-keigo point:sonkei-vs-kenjo
その貴重な意見をご提示くださいました。	その報告書をご提示しました。	その報告書を拝見いたしました。	拝見いたした	提示くださる (honor); 拝見いたす (humble).	Presentation: honor vs humble.	[sound:7aa566ced360.mp3]	module:06-keigo point:sonkei-vs-kenjo
本日のミーティングでお発表になります。	本日のミーティングで発表します。	本日のミーティングで発表させていただきます。	発表させていただく	発表になる (honor); させていただく (humble).	Presentation: honor vs humble.	[sound:25c138d77f4b.mp3]	module:06-keigo point:sonkei-vs-kenjo
貴社がお力添えをいただきました。	貴社が協力しました。	私どもが協力させていただきました。	協力させていただいた	力添えいただく (honor); させていただく (humble).	Helping: honor vs humble.	[sound:58b522558a04.mp3]	module:06-keigo point:sonkei-vs-kenjo
お客様がお召し上がりになられます。	お客様がお食べになられます。	私がお食べさせていただきます。	食べさせていただく	召し上がられる (double honor); させていただく (humble).	Eating: double honor vs humble.	[sound:6191f3aac898.mp3]	module:06-keigo point:sonkei-vs-kenjo
専門家がご指摘くださいました。	専門家が指摘しました。	私が指摘させていただきました。	指摘させていただいた	指摘くださる (honor); させていただく (humble).	Pointing out: honor vs humble.	[sound:a33e9470e39d.mp3]	module:06-keigo point:sonkei-vs-kenjo
講師がお教えになりました。	講師が教えました。	私がお教えさせていただきました。	教えさせていただいた	教えになる (honor); させていただく (humble).	Teaching: honor vs humble.	[sound:e9c054f2a768.mp3]	module:06-keigo point:sonkei-vs-kenjo
弁護士さんがご説明くださいました。	弁護士さんが説明しました。	私がご説明いたしました。	説明いたした	説明くださる (honor); いたす (humble).	Explaining: honor vs humble.	[sound:6ddb41d0277f.mp3]	module:06-keigo point:sonkei-vs-kenjo
彼がご同意になられました。	彼が同意しました。	私が同意させていただきました。	同意させていただいた	同意になられる (double honor); させていただく (humble).	Agreeing: double honor vs humble.	[sound:11f56a4ef292.mp3]	module:06-keigo point:sonkei-vs-kenjo
上司がご指示くださいました。	上司が指示しました。	私が指示させていただきました。	指示させていただいた	指示くださる (honor); させていただく (humble).	Instructing: honor vs humble.	[sound:96918a1e7bba.mp3]	module:06-keigo point:sonkei-vs-kenjo
患者さんがお医者さんにご相談になられました。	患者さんがお医者さんに相談しました。	患者さんがお医者さんにご相談いただきました。	相談いただいた	相談になられる (double honor); いただいた (humble).	Consulting: double honor vs humble.	[sound:d0ef0933aeb9.mp3]	module:06-keigo point:sonkei-vs-kenjo
部下がお仕事をなさいました。	部下が仕事をしました。	部下に仕事をさせていただきました。	させていただいた	なさる (honor); させていただく (humble).	Working: honor vs humble.	[sound:856c4a5fc1d4.mp3]	module:06-keigo point:sonkei-vs-kenjo
来客がお帰りになられました。	来客が帰りました。	私が帰らせていただきました。	帰らせていただいた	帰りになられる (double honor); させていただく (humble).	Leaving: double honor vs humble.	[sound:4d76faf3de23.mp3]	module:06-keigo point:sonkei-vs-kenjo
