#separator:tab
#html:true
#columns:Prompt	Target	Reading	Sample	Why	Audio	Tags
#notetype:Production
#deck:Japanese Grammar::05 - N1 Grammar::Production

His popularity is amazing!	のなんのって	そのにんきのなんのって。	その人気のなんのって。	のなんのって: popularity climax — so popular, the scale exceeds normal framing	[sound:25246e23e966.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:intro frequency:top10k source:shin-kanzen
His success is remarkable, I tell you.	のなんのって	かれのせいこうぶりのなんのって。	彼の成功ぶりのなんのって。	のなんのって: success climax — so successful, the degree surpasses description	[sound:94fe177b52c6.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:standard frequency:top10k source:shin-kanzen
Is it really true, I wonder?	のではあるまいか	ほんとうかどうかのではあるまいか。	本当かどうかのではあるまいか。	のではあるまいか: uncertainty framing — 'might it not be the case that...?'	[sound:654c17cfcdf2.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:standard frequency:top1k source:shin-kanzen
Couldn't such a thing possibly happen?	のではあるまいか	そんなことがありえるのではあるまいか。	そんなことがあり得るのではあるまいか。	のではあるまいか: rhetorical possibility — 'could such a thing really exist?'	[sound:28722272a2a7.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:standard frequency:top10k source:shin-kanzen
Scarcely did they cry enemy attack when everyone fled.	と言うが早いか	てきしゅうだとさけぶがはやいか、みなにげた。	敵襲だと叫ぶが早いか、皆が逃げた。	と言うが早いか: alarm → instant response — shout triggers simultaneous escape	[sound:43206613b0b3.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:standard frequency:top10k source:shin-kanzen
As soon as dawn broke, he left.	と言うが早いか	よあけだというがはやいか、でかけた。	夜明けだと言うが早いか、出かけた。	と言うが早いか: signal → instant departure — announcement triggers immediate action	[sound:fbbb2c671ed3.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:standard frequency:top10k source:shin-kanzen
As though in despair, he cried out.	とばかりに as if	かれはぜつぼうしたとばかりにさけんだ。	彼は絶望したとばかりに叫んだ。	とばかりに: despair embodied — collapsed as IF despair were a stated declaration	[sound:a4bfe65732d1.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:standard frequency:top5k source:shin-kanzen
As though defeated, he drooped his shoulders.	とばかりに	まけたとばかりにかたをおとした。	負けたとばかりに肩を落とした。	とばかりに: defeat posture — dropped shoulders as IF the loss were announced	[sound:223497621330.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:standard frequency:top10k source:shin-kanzen
Acting as though he'll definitely succeed, he's full of confidence.	とばかりに	せいこうするとばかりにじしんまんまんだ。	成功するとばかりに自信満々だ。	とばかりに: confident presumption — brims with confidence as IF success guaranteed	[sound:a51642053fb1.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:standard frequency:top10k source:shin-kanzen
I thought he was healthy, but he was actually sick.	と思いきや expectation reversal	げんきだとおもいきや、じつはびょうきだった。	元気だと思いきや、実は病気だった。	と思いきや: wellness reversal — seemed healthy; was actually sick	[sound:cd10faa8651b.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:standard frequency:top10k source:shin-kanzen
I thought it was simple, but it turned out to be complicated.	と思いきや	かんたんだとおもいきや、ふくざつだった。	簡単だと思いきや、複雑だった。	と思いきや: complexity reversal — appeared simple; proved very complicated	[sound:5d145e760bdd.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:standard frequency:top5k source:shin-kanzen
I thought it was bad, but it actually turned out well.	と思いきや	わるいとおもいきや、じつはよいことだった。	悪いと思いきや、実は良いことだった。	と思いきや: positive reversal — assumed bad; turned out to be good	[sound:8314e7be8faa.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:standard frequency:top10k source:shin-kanzen
I thought it was old, but it turned out to be new.	と思いきや	ふるいとおもいきや、あたらしかった。	古いと思いきや、新しかった。	と思いきや: age reversal — looked old; was actually new	[sound:2a4d57350acc.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:standard frequency:top1k source:shin-kanzen
I thought it ended, but it kept going.	と思いきや	おわったとおもいきや、つづいていた。	終わったと思いきや、続いていた。	と思いきや: continuation reversal — thought it finished; was still ongoing	[sound:e52f2c4affac.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:standard source:shin-kanzen
As though defeated, he expressed frustration.	とばかりに as if	やぶれたとばかりにくやしがった。	敗れたとばかりに悔しがった。	とばかりに: regret embodied — expressed frustration as IF defeat were declared	[sound:f5277fe78e6b.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:standard source:shin-kanzen
As though victorious, he became proud.	とばかりに as if	かったとばかりにとくいになった。	勝ったとばかりに得意になった。	とばかりに: pride embodied — showed off as IF victory had been confirmed	[sound:c47c16302855.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:standard frequency:top10k source:shin-kanzen
