#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar (Strict)::02 - N4 Grammar::Recognition

その判断は適切だと思われる	そのはんだんはてきせつだとおもわれる	That decision seems appropriate.	-と思われる	V-plain + らしい (hearsay / passive inference)	inference			[sound:92df95dfffa2.mp3]	module:02-n4 jlpt:n4 point:はずだ complexity:standard frequency:top10k source:shin-kanzen
彼はここへ来ぬ	かれはここへこぬ	古典 ぬ vs 現代 ない	contrast-derived	古典形	古典 ぬ vs 現代 ない	古典と現代の対比	いかない vs modern form	[sound:b426e4836034.mp3]	module:02-n4 point:はずだ complexity:intro frequency:top10k source:imabi jlpt:n4 source:shin-kanzen
それはせぬことだ	それはせぬことだ	古典 ぬ vs 現代 ない	contrast-derived	古典形	古典 ぬ vs 現代 ない	古典と現代の対比	しないことだ vs modern form	[sound:7cb77239c0d3.mp3]	module:02-n4 point:はずだ complexity:intro source:imabi jlpt:n4 source:shin-kanzen
此の剣ざるべし	このつるぎざるべし	古典 ざる vs 現代 ない	contrast-derived	古典形	古典 ざる vs 現代 ない	古典と現代の対比	この剣ではない（はず） vs modern form	[sound:243fe7d40498.mp3]	module:02-n4 point:はずだ complexity:intro source:imabi jlpt:n4 source:shin-kanzen
去るべし	さるべし	古典 べし vs 現代 はずだ	contrast-derived	古典形	古典 べし vs 現代 はずだ	古典と現代の対比	行くはずだ vs modern form	[sound:1009e1c92816.mp3]	module:02-n4 point:はずだ complexity:intro frequency:top10k source:imabi jlpt:n4 source:shin-kanzen
王なりし	おうなりし	古典 ましし vs 現代 だった	contrast-derived	古典形	古典 ましし vs 現代 だった	古典と現代の対比	王だった vs modern form	[sound:114549de77c4.mp3]	module:02-n4 point:はずだ complexity:intro frequency:top10k source:imabi jlpt:n4 source:shin-kanzen
するな	するな	古典 な禁止 vs 現代 な禁止	contrast-derived	古典形	古典 な禁止 vs 現代 な禁止	古典と現代の対比	するな vs modern form	[sound:3821b0ca69c5.mp3]	module:02-n4 point:はずだ complexity:intro source:imabi jlpt:n4 source:shin-kanzen
ねばならぬ	ねばならぬ	古典 ぬ vs 現代 ない	contrast-derived	古典形	古典 ぬ vs 現代 ない	古典と現代の対比	しなければならない vs modern form	[sound:732a3eeb83d3.mp3]	module:02-n4 point:はずだ complexity:intro source:imabi jlpt:n4 source:shin-kanzen
未だ知らざり	いまだしらざり	古典 ざり vs 現代 なかった	contrast-derived	古典形	古典 ざり vs 現代 なかった	古典と現代の対比	まだ知らなかった vs modern form	[sound:ab43e9d5182a.mp3]	module:02-n4 point:はずだ complexity:intro frequency:low source:imabi jlpt:n4 source:shin-kanzen
此の事あり	このことあり	古典 あり vs 現代 ある	contrast-derived	古典形	古典 あり vs 現代 ある	古典と現代の対比	この事がある vs modern form	[sound:7d49077da8dd.mp3]	module:02-n4 point:はずだ complexity:intro frequency:top5k source:imabi jlpt:n4 source:shin-kanzen
王たり	おうたり	古典 たり vs 現代 である	contrast-derived	古典形	古典 たり vs 現代 である	古典と現代の対比	王である vs modern form	[sound:fe345c7bf3d0.mp3]	module:02-n4 point:はずだ complexity:intro frequency:top10k source:imabi jlpt:n4 source:shin-kanzen
去らぬ	さらぬ	古典 ぬ vs 現代 ない	contrast-derived	古典形	古典 ぬ vs 現代 ない	古典と現代の対比	行かない vs modern form	[sound:7ed4633ef098.mp3]	module:02-n4 point:はずだ complexity:intro source:imabi jlpt:n4 source:shin-kanzen
見たり	みたり	古典 たり vs 現代 た	contrast-derived	古典形	古典 たり vs 現代 た	古典と現代の対比	見た vs modern form	[sound:066ee4917305.mp3]	module:02-n4 point:はずだ complexity:intro source:imabi jlpt:n4 source:shin-kanzen
愛すべからず	あいすべからず	古典 べからず vs 現代 べきではない	contrast-derived	古典形	古典 べからず vs 現代 べきではない	古典と現代の対比	愛すべきではない vs modern form	[sound:d95ecd3f6288.mp3]	module:02-n4 point:はずだ complexity:intro frequency:top10k source:imabi jlpt:n4 source:shin-kanzen
知れたり	しれたり	古典 たり vs 現代 た	contrast-derived	古典形	古典 たり vs 現代 た	古典と現代の対比	知れた vs modern form	[sound:ac7980d7edf6.mp3]	module:02-n4 point:はずだ complexity:intro source:imabi jlpt:n4 source:shin-kanzen
人にあらず	にんにあらず	古典 あらず vs 現代 ではない	contrast-derived	古典形	古典 あらず vs 現代 ではない	古典と現代の対比	人ではない vs modern form	[sound:01c7495a765b.mp3]	module:02-n4 point:はずだ complexity:intro frequency:top1k source:imabi jlpt:n4 source:shin-kanzen
言わぬ	いわぬ	古典 ぬ vs 現代 ない	contrast-derived	古典形	古典 ぬ vs 現代 ない	古典と現代の対比	言わない vs modern form	[sound:b2b0135dbf44.mp3]	module:02-n4 point:はずだ complexity:intro source:imabi jlpt:n4 source:shin-kanzen
来るべし	くるべし	古典 べし vs 現代 はずだ	contrast-derived	古典形	古典 べし vs 現代 はずだ	古典と現代の対比	来るはずだ vs modern form	[sound:4029f2000aba.mp3]	module:02-n4 point:はずだ complexity:intro frequency:top1k source:imabi jlpt:n4 source:shin-kanzen
されたり	されたり	古典 たり vs 現代 た	contrast-derived	古典形	古典 たり vs 現代 た	古典と現代の対比	された vs modern form	[sound:6a9e2ab40377.mp3]	module:02-n4 point:はずだ complexity:intro source:imabi jlpt:n4 source:shin-kanzen
往かぬ	ゆかぬ	古典 ぬ vs 現代 ない	contrast-derived	古典形	古典 ぬ vs 現代 ない	古典と現代の対比	行かない vs modern form	[sound:99c28369086a.mp3]	module:02-n4 point:はずだ complexity:intro source:imabi jlpt:n4 source:shin-kanzen
為りたり	すりたり	古典 たり vs 現代 た	contrast-derived	古典形	古典 たり vs 現代 た	古典と現代の対比	なった vs modern form	[sound:3cbdfbef463c.mp3]	module:02-n4 point:はずだ complexity:intro frequency:top5k source:imabi jlpt:n4 source:shin-kanzen
知るぞ	しるぞ	古典 ぞ vs 現代 のだ	contrast-derived	古典形	古典 ぞ vs 現代 のだ	古典と現代の対比	知るのだ vs modern form	[sound:5aace5cfd11f.mp3]	module:02-n4 point:はずだ complexity:intro frequency:top1k source:imabi jlpt:n4 source:shin-kanzen
無し	なし	古典 無し vs 現代 ない	contrast-derived	古典形	古典 無し vs 現代 ない	古典と現代の対比	ない vs modern form	[sound:583066c0e658.mp3]	module:02-n4 point:はずだ complexity:intro frequency:top10k source:imabi jlpt:n4 source:shin-kanzen
果てぬ	はてぬ	古典 ぬ vs 現代 ない	contrast-derived	古典形	古典 ぬ vs 現代 ない	古典と現代の対比	果てない vs modern form	[sound:82192e8322ce.mp3]	module:02-n4 point:はずだ complexity:intro frequency:low source:imabi jlpt:n4 source:shin-kanzen
結びたり	むすびたり	古典 たり vs 現代 た	contrast-derived	古典形	古典 たり vs 現代 た	古典と現代の対比	結んだ vs modern form	[sound:34a61d04139b.mp3]	module:02-n4 point:はずだ complexity:intro frequency:low source:imabi jlpt:n4 source:shin-kanzen
