#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#
#deck:Japanese Grammar (Strict)::02 - N4 Grammar::Recognition

クソ、やめた。	くそ、やめた。	Damn it, I quit.	Frustration action	クソ damn + quit	Frustrated decision	Action curse		[sound:faf4a3bf2ea9.mp3]	register:slang register:vulgar module:02-n4 point:ぜんぜん complexity:intro source:tofugu
うぜぇ、本当に。	うぜぇ、ほんとうに。	That's seriously annoying.	Crude complaint	うぜー + emphasis	Strong annoyance	Rude statement		[sound:f5b63f9f0a30.mp3]	register:slang register:vulgar module:02-n4 point:ぜんぜん complexity:intro frequency:top1k source:tofugu
アホくさい。	あほくさい。	That's ridiculous.	Ridicule expression	アホ fool + smell	Dismissal	Mockery expression		[sound:089ba4564085.mp3]	register:slang register:vulgar module:02-n4 point:ぜんぜん complexity:intro source:tofugu
ポンコツ、直して。	ぽんこつ、なおして。	Fix that broken thing.	Crude repair request	ポンコツ broken	Repair demand	Dismissal request		[sound:6004dea9ac3e.mp3]	register:slang register:vulgar module:02-n4 point:ぜんぜん complexity:intro frequency:top10k source:tofugu
ぜんぜん違う。	ぜんぜんちがう。	That's totally different.	Absolute contradiction	ぜんぜん not at all	Strong disagreement	Negation emphasis		[sound:aa750e7bd882.mp3]	register:slang register:vulgar module:02-n4 point:ぜんぜん complexity:intro frequency:top1k source:tofugu
クソ面倒。	くそめんどう。	That's damned annoying.	Task complaint	クソ damn + annoying	Frustration	Task vulgarity		[sound:5a662a44e3aa.mp3]	register:slang register:vulgar module:02-n4 point:ぜんぜん complexity:intro frequency:top10k source:tofugu
うるせー、黙ってろ。	うるせー、だまってろ。	Shut up, just be quiet.	Rude silencing	うるせー + be quiet	Rude demand	Harsh dismissal		[sound:bdba6b169840.mp3]	register:slang register:vulgar module:02-n4 point:ぜんぜん complexity:intro source:tofugu
うぜー、消えろ。	うぜー、きえろ。	Go away, you're annoying.	Rude expulsion	うぜー + disappear	Rude command	Harsh rejection		[sound:8c90eebb6da2.mp3]	register:slang register:vulgar module:02-n4 point:ぜんぜん complexity:intro source:tofugu
アホ、やめろ。	あほ、やめろ。	Idiot, stop it.	Directed command	アホ fool + stop	Rude command	Harsh demand		[sound:a058289691f5.mp3]	register:slang register:vulgar module:02-n4 point:ぜんぜん complexity:intro source:tofugu
クソ、最悪だ。	くそ、さいあくだ。	Damn, this is the worst.	Despair vulgarity	クソ + worst	Hopeless statement	Extreme frustration		[sound:1e79cefdf989.mp3]	register:slang register:vulgar module:02-n4 point:ぜんぜん complexity:intro frequency:top10k source:tofugu
