#separator:tab
#html:true
#columns:Prompt	Target	Reading	Sample	Why	Audio	Tags
#notetype:Production
#deck:Japanese Grammar::13 - L1 Interference::Production

The book that my friend recommended	動詞(過去) + 名詞	ともだちがすすめたほん	友達が薦めた本	pre-noun clause: goal verb → noun — intended action precedes the modified goal	[sound:eb831aa32f11.mp3]	module:13-l1 point:l1-relative-clauses frequency:top1k complexity:intro source:curated-jpgram
The problem that we solved	動詞(過去) + 名詞	わたしたちがかいけつしたもんだい	私たちが解決した問題	pre-noun clause: production verb → noun — creation process precedes the noun	[sound:0237cdd334af.mp3]	module:13-l1 point:l1-relative-clauses frequency:top10k complexity:intro source:curated-jpgram
The computer that Hanako is using	動詞(現在進行) + 名詞	はなこがつかっているぱそこん	花子が使っているパソコン	pre-noun clause: caused state → noun — caused condition precedes affected thing	[sound:11050862a715.mp3]	module:13-l1 point:l1-relative-clauses frequency:top5k complexity:standard source:curated-jpgram
The service that the company provides	動詞(現在) + 名詞	かいしゃがていきょうするさーびす	会社が提供するサービス	pre-noun clause: potential → noun — ability predicate modifies the potential actor	[sound:056e66f8634d.mp3]	module:13-l1 point:l1-relative-clauses frequency:low complexity:intro source:curated-jpgram
The martial art that I study	動詞(現在進行) + 名詞	わたしがならっているぶどう	私が習っている武道	pre-noun clause: future action → noun — upcoming activity qualifies the noun	[sound:091daae1852b.mp3]	module:13-l1 point:l1-relative-clauses frequency:top1k complexity:intro source:curated-jpgram
The building that was built last year	時間詞 + 受身動詞(過去) + 名詞	さくねんたてられたたてもの	昨年建てられた建物	pre-noun clause: joint activity → noun — shared doing precedes the shared thing	[sound:33c9fba470bb.mp3]	module:13-l1 point:l1-relative-clauses frequency:top10k complexity:intro source:curated-jpgram
The career path that my parents decided	動詞(過去) + 名詞	おやがきめたしんろ	親が決めた進路	pre-noun clause: reception verb → person — recipient of action precedes person-noun	[sound:7393b966f6d6.mp3]	module:13-l1 point:l1-relative-clauses frequency:low complexity:intro source:curated-jpgram
The symptom that the patient reported	動詞(過去) + 名詞	かんじゃさんがうったえたしょうじょう	患者さんが訴えた症状	pre-noun clause: past state → noun — prior condition qualifies the current noun	[sound:447a0450bd65.mp3]	module:13-l1 point:l1-relative-clauses frequency:low complexity:intro source:curated-jpgram
The technology that the world needs	動詞(現在進行) + 名詞	せかいがひつようとしているぎじゅつ	世界が必要としている技術	pre-noun clause: causation → result — cause-effect chain compresses into pre-noun	[sound:f4f1855c8560.mp3]	module:13-l1 point:l1-relative-clauses frequency:top5k complexity:standard source:curated-jpgram
The book that I am reading	動詞(現在進行) + 名詞	わたしがよんでいるほん	私が読んでいる本	pre-noun clause: sensory verb → noun — perceived thing precedes the perceiver	[sound:a65bb241da14.mp3]	module:13-l1 point:l1-relative-clauses frequency:top1k complexity:intro source:curated-jpgram
The tools that my grandfather loved using	動詞(過去進行) + 名詞	そふがあいようしていたこうぐ	祖父が愛用していた工具	pre-noun clause: comparative → noun — comparison clause precedes the compared item	[sound:00d26eedbb12.mp3]	module:13-l1 point:l1-relative-clauses frequency:top10k complexity:intro source:curated-jpgram
The budget that the CEO approved	動詞(過去) + 名詞	しゃちょうがしょうにんしたよさん	社長が承認した予算	pre-noun clause: experience → noun — experiential clause precedes experiencer	[sound:c3da3b2edee2.mp3]	module:13-l1 point:l1-relative-clauses frequency:top10k complexity:intro source:curated-jpgram
The medicine that the doctor prescribed	動詞(過去) + 名詞	いしゃがしょほうしたくすり	医者が処方した薬	pre-noun clause: temporal → noun — when-clause collapses into pre-nominal modifier	[sound:80edacd8b81c.mp3]	module:13-l1 point:l1-relative-clauses frequency:top1k complexity:intro source:curated-jpgram
The goal that we achieved	動詞(過去) + 名詞	わたしたちがたっせいしたもくひょう	私たちが達成した目標	pre-noun clause: manner → noun — how-clause reduces to pre-noun description	[sound:d3d5af54d91d.mp3]	module:13-l1 point:l1-relative-clauses frequency:low complexity:intro source:curated-jpgram
The present that she wants	形容詞(現在) + 名詞	かのじょがほしいぷれぜんと	彼女が欲しいプレゼント	pre-noun clause: complex stacking — multiple pre-noun clauses chain before one noun	[sound:7102a540e6e6.mp3]	module:13-l1 point:l1-relative-clauses frequency:top5k complexity:intro source:curated-jpgram
