92,73,J00073.wav,1,100510010,アイコーシャ,愛好者,愛好者,愛好者,6,,,アイコーシャオ,0,K00073.wav,アイコーシャ,1,0,12000
93,73,J00073.wav,1,100510010,アイコウシャ,愛好者,愛好者,愛好者,6,,,アイコーシャオ,0,K00073.wav,アイコーシャ,1,0,12000
94,74,J00074.wav,1,100520010,アイコーシン,愛校心,愛校心,愛校心,6,,,アイコーシンオ,0,K00074.wav,アイコーシン,1,0,12000
95,74,J00074.wav,1,100520010,アイコウシン,愛校心,愛校心,愛校心,6,,,アイコーシンオ,0,K00074.wav,アイコーシン,1,0,12000
96,75,J00075.wav,1,100530010,アイコク,愛国,愛国,愛国,4,,,アイコクオ,0,K00075.wav,アイコク,1,0,111
97,76,J00076.wav,1,100540010,アイコクシャ,愛国者,愛国者,愛国者,6,4,,アイコクシャオ,0,K00076.wav,アイコクシャ,2,0,12000
98,77,J00077.wav,1,100540010,アイコクシャ,愛国者,愛国者,愛国者,6,4,,アイコクシャオ,0,K00077.wav,アイコクシャ,2,0,11200
99,78,J00078.wav,1,100550010,アイコクシン,愛国心,愛国心,愛国心,6,4,,アイコクシンオ,0,K00078.wav,アイコクシン,2,0,11200
100,79,J00079.wav,1,100550010,アイコクシン,愛国心,愛国心,愛国心,6,4,,アイコクシンオ,0,K00079.wav,アイコクシン,2,0,12000
101,80,J00080.wav,0,100560010,アイ・コトナル,相異なる,相異なる,相異なる,7,,,アイ・コトナル,0,,アイ・コトナル,1,0,2000120
102,80,J00080.wav,0,100560010,アイコトナル,相異なる,相異なる,相異なる,7,,,アイ・コトナル,0,,アイ・コトナル,1,0,2000120
103,81,J00081.wav,1,100570010,アイコトバ,合言葉,合言葉,合言葉,5,,,アイコトバオ,0,K00081.wav,アイコトバ,1,0,1200
104,82,J00082.wav,1,100580010,アイコノスコープ,アイコノスコープ,アイコノスコープ,アイコノスコープ,8,5,,アイコノスコープオ,0,K00082.wav,アイコノスコープ,1,0,1111200
105,83,J00083.wav,1,100590010,アイゴマ,あいごま,間駒,あいごま{間駒},4,,3,アイコマオ,0,K00083.wav,アイコマ,1,0,111
106,84,J00084.wav,1,100600010,アイコン,アイコン,アイコン,アイコン,4,,,アイコンオ,0,K00084.wav,アイコン,2,0,111
107,85,J00085.wav,1,100600010,アイコン,アイコン,アイコン,アイコン,4,,,アイコンオ,0,K00085.wav,アイコン,2,0,2000
108,86,J00086.wav,1,100610010,アイサイ,愛妻,愛妻,愛妻,4,,,アイサイオ,0,K00086.wav,アイサイ,1,0,111
109,87,J00087.wav,1,100620010,アイサイカ,愛妻家,愛妻家,愛妻家,5,,,アイサイカオ,0,K00087.wav,アイサイカ,1,0,1111
110,88,J00088.wav,1,100630010,アイサツ,あいさつ,挨拶,あいさつ{挨拶},4,,,アイサツオ,0,K00088.wav,アイサツ,1,0,2000
111,89,J00089.wav,1,100640010,アイシ,哀史,哀史,哀史,3,,,アイシオ,0,K00089.wav,アイシ,1,0,200
112,90,J00090.wav,1,100650010,アイジ,愛児,愛児,愛児,3,,,アイジオ,0,K00090.wav,アイジ,1,0,200
113,91,J00091.wav,1,100660010,アイシー,アイシー,アイシー,アイシー（IC）,4,,,アイシーオ,0,K00091.wav,アイシー,1,0,120
114,92,J00092.wav,1,100670010,アイシャ,愛車,愛車,愛車,4,,,アイシャオ,0,K00092.wav,アイシャ,1,0,111
117,95,J00095.wav,1,100690010,アイシャドー,アイシャドー,アイシャドー,アイシャドー,6,,,アイシャドーオ,0,K00095.wav,アイシャドー,1,0,11200
118,96,J00096.wav,1,100700010,アイシュー,哀愁,哀愁,哀愁,5,,,アイシューオ,0,K00096.wav,アイシュー,1,0,1111
119,96,J00096.wav,1,100700010,アイシュウ,哀愁,哀愁,哀愁,5,,,アイシューオ,0,K00096.wav,アイシュー,1,0,1111
120,97,J00097.wav,1,100710010,アイショー,相性,相性,相性,5,,,アイショーオ,0,K00097.wav,アイショー,1,0,1120
121,97,J00097.wav,1,100710010,アイショウ,相性,相性,相性,5,,,アイショーオ,0,K00097.wav,アイショー,1,0,1120
122,98,J00098.wav,1,100720010,アイショー,愛称,愛称,愛称,5,,,アイショーオ,0,K00098.wav,アイショー,1,0,1111
123,98,J00098.wav,1,100720010,アイショウ,愛称,愛称,愛称,5,,,アイショーオ,0,K00098.wav,アイショー,1,0,1111
124,99,J00099.wav,1,100720020,アイショー,愛唱,愛唱,愛唱,5,,,アイショーオ,0,K00099.wav,アイショー,1,0,1111
125,99,J00099.wav,1,100720020,アイショウ,愛唱,愛唱,愛唱,5,,,アイショーオ,0,K00099.wav,アイショー,1,0,1111
126,100,J00100.wav,1,100720030,アイショー,愛しょう,愛誦,愛しょう{誦},5,,,アイショーオ,0,K00100.wav,アイショー,1,0,1111
127,100,J00100.wav,1,100720030,アイショウ,愛しょう,愛誦,愛しょう{誦},5,,,アイショーオ,0,K00100.wav,アイショー,1,0,1111
128,101,J00101.wav,1,100720040,アイショー,あいしょう,愛妾,あいしょう{愛妾},5,,,アイショーオ,0,K00101.wav,アイショー,1,0,1111
129,101,J00101.wav,1,100720040,アイショウ,あいしょう,愛妾,あいしょう{愛妾},5,,,アイショーオ,0,K00101.wav,アイショー,1,0,1111
130,102,J00102.wav,1,100730010,アイジョー,愛情,愛情,愛情,5,,,アイジョーオ,0,K00102.wav,アイジョー,1,0,1111
131,102,J00102.wav,1,100730010,アイジョウ,愛情,愛情,愛情,5,,,アイジョーオ,0,K00102.wav,アイジョー,1,0,1111
132,103,J00103.wav,1,100730020,アイジョー,愛嬢,愛嬢,愛嬢,5,,,アイジョーオ,0,K00103.wav,アイジョー,1,0,1111
133,103,J00103.wav,1,100730020,アイジョウ,愛嬢,愛嬢,愛嬢,5,,,アイジョーオ,0,K00103.wav,アイジョー,1,0,1111
134,104,J00104.wav,1,100740010,アイショーカ,愛唱歌,愛唱歌,愛唱歌,6,,,アイショーカオ,0,K00104.wav,アイショーカ,1,0,11200
135,104,J00104.wav,1,100740010,アイショウカ,愛唱歌,愛唱歌,愛唱歌,6,,,アイショーカオ,0,K00104.wav,アイショーカ,1,0,11200
136,105,J00105.wav,1,100750010,アイジルシ,合い印,合い印,合い印,5,,,アイジルシオ,0,K00105.wav,アイジルシ,1,0,1200
137,106,J00106.wav,1,100760010,アイジン,愛人,愛人,愛人,4,,,アイジンオ,0,K00106.wav,アイジン,1,0,111
138,107,J00107.wav,1,100770010,アイシング,アイシング,アイシング,アイシング,5,,5,アイシンクオ,0,K00107.wav,アイシンク,1,0,20000
139,108,J00108.wav,0,100780010,アイス,愛す,愛す,愛す,3,,,アイス,0,,アイス,1,0,200
140,109,J00109.wav,1,100780020,アイス,アイス,アイス,アイス,3,,,アイスオ,0,K00109.wav,アイス,1,0,200
141,110,J00110.wav,1,100790010,アイズ,合図,合図,合図,3,,,アイズオ,0,K00110.wav,アイズ,1,0,200
142,111,J00111.wav,1,100800010,アイスキャンデー,アイスキャンデー,アイスキャンデー,アイスキャンデー,8,3,,アイスキャンデーオ,0,K00111.wav,アイスキャンデー,1,0,1112000
143,112,J00112.wav,1,100810010,アイスクリーム,アイスクリーム,アイスクリーム,アイスクリーム,7,3,,アイスクリームオ,0,K00112.wav,アイスクリーム,1,0,111200
144,113,J00113.wav,1,100820010,アイスコーヒー,アイスコーヒー,アイスコーヒー,アイスコーヒー,7,,,アイスコーヒーオ,0,K00113.wav,アイスコーヒー,2,0,111120
145,114,J00114.wav,1,100820010,アイスコーヒー,アイスコーヒー,アイスコーヒー,アイスコーヒー,7,,,アイスコーヒーオ,0,K00114.wav,アイスコーヒー,2,0,112000
146,115,J00115.wav,1,100830010,アイススケート,アイススケート,アイススケート,アイススケート,7,4,,アイススケートオ,0,K00115.wav,アイススケート,1,0,111200
147,116,J00116.wav,1,100840010,アイスダンス,アイスダンス,アイスダンス,アイスダンス,6,,,アイスダンスオ,0,K00116.wav,アイスダンス,1,0,11200
148,117,J00117.wav,1,100850010,アイズチ,相づち,相槌,相づち{槌}(～を打つ),4,,,話を聞くときはアイズチモ大事だ,7,K00117.wav,アイズチ,3,1,111
149,117,J00117.wav,1,100850010,アイヅチ,相づち,相槌,相づち{槌}(～を打つ),4,,,話を聞くときはアイズチモ大事だ,7,K00117.wav,アイズチ,3,1,111
150,118,J00118.wav,1,100850010,アイズチ,相づち,相槌,相づち{槌}(～を打つ),4,,,話を聞くときはアイズチモ大事だ,7,K00118.wav,アイズチ,3,1,112
151,118,J00118.wav,1,100850010,アイヅチ,相づち,相槌,相づち{槌}(～を打つ),4,,,話を聞くときはアイズチモ大事だ,7,K00118.wav,アイズチ,3,1,112
152,119,J00119.wav,1,100850010,アイズチ,相づち,相槌,相づち{槌}(～を打つ),4,,,話を聞くときはアイズチモ大事だ,7,K00119.wav,アイズチ,3,1,120
153,119,J00119.wav,1,100850010,アイヅチ,相づち,相槌,相づち{槌}(～を打つ),4,,,話を聞くときはアイズチモ大事だ,7,K00119.wav,アイズチ,3,1,120
154,120,J00120.wav,1,100860010,アイスティー,アイスティー,アイスティー,アイスティー,6,3,,アイスティーオ,0,K00120.wav,アイスティー,2,0,11120
155,121,J00121.wav,1,100860010,アイスティー,アイスティー,アイスティー,アイスティー,6,3,,アイスティーオ,0,K00121.wav,アイスティー,2,0,12000
156,122,J00122.wav,1,100870010,アイスバーン,アイスバーン,アイスバーン,アイスバーン,6,,,アイスバーンオ,0,K00122.wav,アイスバーン,1,0,11200
157,123,J00123.wav,1,100880010,アイスボックス,アイスボックス,アイスボックス,アイスボックス,7,6,,アイスボックスオ,0,K00123.wav,アイスボックス,1,0,112000
158,124,J00124.wav,1,100890010,アイスホッケー,アイスホッケー,アイスホッケー,アイスホッケー,7,3,,アイスホッケーオ,0,K00124.wav,アイスホッケー,1,0,112000
159,125,J00125.wav,0,100900010,アイスル,愛する,愛する,愛する,4,,,アイスル,0,,アイスル,1,0,120
160,126,J00126.wav,1,100910010,アイセキ,哀惜,哀惜,哀惜,4,,,アイセキオ,0,K00126.wav,アイセキ,1,0,111
161,127,J00127.wav,1,100910020,アイセキ,愛惜,愛惜,愛惜,4,,,アイセキオ,0,K00127.wav,アイセキ,1,0,111
162,128,J00128.wav,1,100910030,アイセキ,相席,相席,相席,4,,,アイセキオ,0,K00128.wav,アイセキ,1,0,111
163,129,J00129.wav,1,100920010,アイセツ,哀切,哀切,哀切,4,,,アイセツオ,0,K00129.wav,アイセツ,1,0,111
164,130,J00130.wav,1,100930010,アイゼン,アイゼン,アイゼン,アイゼン,4,,,アイゼンオ,0,K00130.wav,アイゼン,1,0,2000
165,131,J00131.wav,1,100940010,アイソ,哀訴,哀訴,哀訴,3,,,アイソオ,0,K00131.wav,アイソ,1,0,200
166,132,J00132.wav,1,100950010,アイソ,愛想,愛想,愛想(お～),3,,,アイソオ,0,K00132.wav,アイソ,1,0,12
167,133,J00133.wav,1,100950010,アイソー,愛想,愛想,愛想(お～),4,,,アイソーオ,0,K00133.wav,アイソー,1,0,120
168,133,J00133.wav,1,100950010,アイソウ,愛想,愛想,愛想(お～),4,,,アイソーオ,0,K00133.wav,アイソー,1,0,120
170,135,J00135.wav,1,100960010,アイゾー,愛憎,愛憎,愛憎,4,,,アイゾーオ,0,K00135.wav,アイゾー,1,0,111
171,135,J00135.wav,1,100960010,アイゾウ,愛憎,愛憎,愛憎,4,,,アイゾーオ,0,K00135.wav,アイゾー,1,0,111
172,136,J00136.wav,1,100960020,アイゾー,愛蔵,愛蔵,愛蔵,4,,,アイゾーオ,0,K00136.wav,アイゾー,1,0,111
173,136,J00136.wav,1,100960020,アイゾウ,愛蔵,愛蔵,愛蔵,4,,,アイゾーオ,0,K00136.wav,アイゾー,1,0,111
174,137,J00137.wav,1,100970010,アイソク,愛息,愛息,愛息,4,,,アイソクオ,0,K00137.wav,アイソク,1,0,111
175,138,J00138.wav,1,100980010,アイソズカシ,愛想尽かし,愛想尽かし,愛想尽かし,6,,,アイソズカシオ,0,K00138.wav,アイソズカシ,1,0,11200
176,138,J00138.wav,1,100980010,アイソヅカシ,愛想尽かし,愛想尽かし,愛想尽かし,6,,,アイソズカシオ,0,K00138.wav,アイソズカシ,1,0,11200
177,139,J00139.wav,1,100990010,アイソトープ,アイソトープ,アイソトープ,アイソトープ,6,,,アイソトープオ,0,K00139.wav,アイソトープ,1,0,11200
178,140,J00140.wav,1,101000010,アイソワライ,愛想笑い,愛想笑い,愛想笑い,6,,,アイソワライオ,0,K00140.wav,アイソワライ,1,0,11200
179,141,J00141.wav,1,101010010,アイソン,愛孫,愛孫,愛孫,4,,,アイソンオ,0,K00141.wav,アイソン,1,0,111
180,142,J00142.wav,1,101020010,アイダ,間,間,間,3,,,アイダオ,0,K00142.wav,アイダ,1,0,11
181,143,J00143.wav,1,101030010,アイタイ,相対,相対,相対(～で),4,,,アイタイデ,0,K00143.wav,アイタイ,2,0,111
182,144,J00144.wav,1,101030010,アイタイ,相対,相対,相対(～で),4,,,アイタイデ,0,K00144.wav,アイタイ,2,0,2000
183,145,J00145.wav,1,101040010,アイタイズク,相対ずく,相対ずく,相対ずく(～で),6,,,二人は、アイタイズクデ話し合った,4,K00145.wav,アイタイズク,2,1,11111
184,146,J00146.wav,1,101040010,アイタイズク,相対ずく,相対ずく,相対ずく(～で),6,,,二人は、アイタイズクデ話し合った,4,K00146.wav,アイタイズク,2,1,11112
185,147,J00147.wav,0,101050010,アイ・タイスル,相対する,相対する,相対する,7,,,アイ・タイスル,0,,アイ・タイスル,1,0,2000120
186,147,J00147.wav,0,101050010,アイタイスル,相対する,相対する,相対する,7,,,アイ・タイスル,0,,アイ・タイスル,1,0,2000120
187,148,J00148.wav,0,101060010,アイタガイニ,相互いに,相互いに,相互いに,6,,4,アイタカイニ,0,,アイタカイニ,2,0,200000
188,149,J00149.wav,0,101060010,アイ・タガイニ,相互いに,相互いに,相互いに,7,,5,アイ・タカイニ,0,,アイ・タカイニ,2,0,2000111
189,149,J00149.wav,0,101060010,アイタガイニ,相互いに,相互いに,相互いに,7,,5,アイ・タカイニ,0,,アイ・タカイニ,2,0,2000111
190,150,J00150.wav,1,101070010,アイダガラ,間柄,間柄,間柄,5,,4,アイダカラオ,0,K00150.wav,アイダカラ,1,0,1111
