#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::10 - Onomatopoeia::Giseigo

ミーミー	みーみー	Meow shrill.	Kitten cry	animal voice	actual sound	young cat	adult meow (ニャー)	[sound:b37d98b1be5a.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
ジャージャー	じゃーじゃー	Barking loud.	Aggressive dog	animal voice	actual sound	fierce bark	timid whimper (くーん)	[sound:e6856bee684a.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
ホーホー	ほーほー	Hoot hoot.	Owl sound	animal voice	actual sound	nocturnal owl	chirp (さえずり)	[sound:ebcd3962f4d1.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
カアカア	かあかあ	Caw caw.	Crow sound	animal voice	actual sound	corvid call	chirp (ちゅん)	[sound:7d46817fb0c9.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
ゴロゴロ	ごろごろ	Cat purring.	Cat contentment	animal voice	actual sound	satisfied purr	meow cry (にゃあ)	[sound:938a3cd2d0da.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
シャー	しゃー	Cat hissing.	Defensive cat sound	animal voice	actual sound	angry cat	purring (ごろごろ)	[sound:49c9f6a0e6a2.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
キャーキャー	きゃーきゃー	Bird squawking.	Loud bird call	animal voice	actual sound	harsh screech	soft chirp (さえずり)	[sound:edb19ea1ac24.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
クルクル	くるくる	Mouse squeak.	High-pitched squeak	animal voice	actual sound	tiny creature sound	deep growl (ぐー)	[sound:c08cecdc3d07.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
フゴフゴ	ふごふご	Heavy breathing.	Animal or human	animal voice	actual sound	labored breath	quiet sigh (ふー)	[sound:656ad896dd98.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
パタパタ	ぱたぱた	Rabbit hopping.	Quick hops	animal voice	actual sound	bouncy movement	crawling drag (そろそろ)	[sound:7f9b03813dbb.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
ビャービャー	びゃーびゃー	Goose honking.	Loud goose call	animal voice	actual sound	waterfowl honk	silence (しん)	[sound:aebb5b3fab03.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
バッバッ	ばっばっ	Bird wing flap.	Rapid wing beating	animal voice	actual sound	flight sounds	stillness (しずか)	[sound:b89d85e0f22b.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
ジーッ	じーっ	Insect drone.	Long buzz	animal voice	actual sound	continuous buzz	silence (しん)	[sound:6dd371a72acd.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
バリバリ	ばりばり	Loud crunching.	Animal eating	animal voice	actual sound	feeding sound	quiet nibble (かじかじ)	[sound:6795a8db4f92.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
ワオーン	わおーん	Dog howling.	Dog prolonged cry	animal voice	actual sound	mournful howl	regular bark (わん)	[sound:d257e9287650.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
チュッチュッ	ちゅっちゅっ	Bird chirping.	Quick chirps	animal voice	actual sound	sparrow call	silence (しん)	[sound:1f54d180b394.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
