#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::02 - N4 Grammar::Recognition
#
必要な書類をコピーしておきます。	ひつようなしょるいをこぴーしておきます。	I'll copy the necessary documents in advance.	Document prep	V-て + おく	Pre-copy for later use	Administrative prep	-てしまう (completion+regret)	[sound:e1a159c794e8.mp3]	
野菜を切っておくと、調理が早いです。	やさいをきっておくと、ちょうりがはやいです。	If you cut the vegetables in advance, cooking is faster.	Time-saving prep	V-て + おく	Prep reduces future effort	Cooking efficiency	-てしまう (completion+regret)	[sound:243e74ae5579.mp3]	
宿題を終わらせておきました。	しゅくだいをおわらせておきました。	I finished the homework in advance.	Task completion	V-て + おく	Complete early	School prep	-てしまう (completion+regret)	[sound:c444d3d89d26.mp3]	
明日のスケジュールを確認しておきます。	あしたのすけじゅーるをかくにんしておきます。	I'll check tomorrow's schedule in advance.	Planning ahead	V-て + おく	Prepare for next day	Schedule planning	-てしまう (completion+regret)	[sound:fd9abf2d5dc5.mp3]	
部屋を片付けておきました。	へやをかたづけておきました。	I cleaned up the room in advance.	Environmental prep	V-て + おく	Tidy beforehand	Room organization	-てしまう (completion+regret)	[sound:413f93cb8ba2.mp3]	
ケーキを全部食べてしまいました。	ぜんぶたべてしまいました。	I ate it all up.	Unintended completion	V-て + しまう	Finished unexpectedly	Food consumption	-ておく (prevention)	[sound:22b99ab09706.mp3]	
ケーキを焦がしてしまいました。	けーきをこがしてしまいました。	I accidentally burned the cake.	Regrettable mistake	V-て + しまう	Unwanted outcome	Cooking mishap	-ておく (prevention)	[sound:1320c0234041.mp3]	
大事な書類を破ってしまった。	だいじなしょるいをやぶってしまった。	I tore up an important document.	Regrettable accident	V-て + しまう	Unintentional damage	Document destruction	-ておく (prevention)	[sound:2038e97af460.mp3]	
約束の時間に遅れてしまいました。	やくそくのじかんにおくれてしまいました。	I was late for the appointment.	Unavoidable circumstance	V-て + しまう	Failed to meet obligation	Time management failure	-ておく (prevention)	[sound:162a4093272a.mp3]	
子どもがおもちゃを壊してしまった。	こどもがおもちゃをこわしてしまった。	The child broke the toy.	Unintended damage	V-て + しまう	Accidental breakage	Toy destruction	-ておく (prevention)	[sound:2855f7d79f07.mp3]	
財布を忘れてしまいました。	さいふをわすれてしまいました。	I forgot my wallet.	Careless mistake	V-て + しまう	Unintentional oversight	Memory failure	-ておく (prevention)	[sound:cf9429217d2a.mp3]	
朝寝坊してしまった。	あさねぼうしてしまった。	I overslept.	Unintended consequence	V-て + しまう	Failed to wake on time	Sleep excess	-ておく (prevention)	[sound:60f7ab04804d.mp3]	
最後のチャンスを失ってしまった。	さいごのちゃんすをうしなってしまった。	I lost the last chance.	Regrettable loss	V-て + しまう	Final opportunity missed	Missed opportunity	-ておく (prevention)	[sound:9e3d8b2b4d60.mp3]	
飼い猫が逃げてしまいました。	かいねこがにげてしまいました。	The pet cat ran away.	Uncontrolled situation	V-て + しまう	Pet escaped	Animal loss	-ておく (prevention)	[sound:a966f41ffa54.mp3]	
せっかくの誘いを断ってしまった。	せっかくのさそいをことわってしまった。	I declined the kind invitation.	Regrettable refusal	V-て + しまう	Turned down opportunity	Social regret	-ておく (prevention)	[sound:2d2a91453e6c.mp3]	
このレストランで食べてみました。	このれすとらんでたべてみました。	I tried eating at this restaurant.	Attempting new experience	V-て + みる	Test/try action	Restaurant trial	-ていく (progressive change)	[sound:581139bb542f.mp3]	
新しいスポーツをやってみたいです。	あたらしいすぽーつをやってみたいです。	I want to try a new sport.	Desire to attempt	V-て + みる	Attempt desire	Sports experimentation	-ていく (progressive change)	[sound:430629cb7714.mp3]	
この本を読んでみてください。	このほんをよんでみてください。	Please try reading this book.	Request to attempt	V-て + みる	Encourage trying	Reading suggestion	-ていく (progressive change)	[sound:d40db5bdf1a9.mp3]	
違う方法を試してみましょう。	ちがうほうほうをこころみてみましょう。	Let's try a different method.	Group experimentation	V-て + みる	Attempt alternative	Problem-solving	-ていく (progressive change)	[sound:9c244bbbcde4.mp3]	
指輪をはめてみたら、ぴったりでした。	ゆびわをはめてみたら、ぴったりでした。	When I tried on the ring, it fit perfectly.	Experiential attempt	V-て + みる	Test fit	Jewelry fitting	-ていく (progressive change)	[sound:d9c307df97ea.mp3]	
早起きしてみると、気持ちいいですね。	はやおきしてみると、きもちいいですね。	When I try waking up early, it feels nice.	Discovery through trial	V-て + みる	Discover benefit	Habit formation	-ていく (progressive change)	[sound:2668d085e38b.mp3]	
一度、瞑想してみてはどうですか。	いちど、めいそうしてみてはどうですか。	Why don't you try meditating once?	Gentle suggestion to try	V-て + みる	Propose trial	Wellness suggestion	-ていく (progressive change)	[sound:bf0234df6794.mp3]	
そのケーキを一口食べてみたいです。	そのけーきをひとくちたべてみたいです。	I want to try a bite of that cake.	Tasting attempt	V-て + みる	Sample desire	Food tasting	-ていく (progressive change)	[sound:d7dba5979b90.mp3]	
新しい靴を履いてみました。	あたらしいくつをはいてみました。	I tried on the new shoes.	Experiential try-on	V-て + みる	Test wear	Shoe fitting	-ていく (progressive change)	[sound:c41fad591d87.mp3]	
一度、自分で作ってみてください。	いちど、じぶんでつくってみてください。	Please try making it yourself once.	Encouragement to attempt	V-て + みる	Try self-creation	DIY encouragement	-ていく (progressive change)	[sound:7490055bf61d.mp3]	
人口が増えていきます。	じんこうがふえていきます。	The population is increasing.	Ongoing increase	V-て + いく	Progressive rise	Demographics	-てくる (change from past)	[sound:25da387b7015.mp3]	
季節が変わっていきます。	きせつがかわっていきます。	The seasons change (as time progresses).	Seasonal progression	V-て + いく	Moving forward in time	Temporal flow	-てくる (change from past)	[sound:adf887ece328.mp3]	
彼は走って行きました。	かれははしってでいきました。	He ran away.	Motion away	V-て + いく	Departing action	Movement away	-てくる (change from past)	[sound:b6c9194ae901.mp3]	
子どもが大きくなっていく様子を見るのは嬉しいです。	こどもがおおきくなっていくようすをみるのはうれしいです。	Watching children grow bigger is pleasant.	Progressive growth	V-て + いく	Development over time	Child growth	-てくる (change from past)	[sound:78c85ef81378.mp3]	
雨が強くなっていきます。	あめがつよくなっていきます。	The rain is getting stronger.	Intensifying weather	V-て + いく	Increasing intensity	Weather progression	-てくる (change from past)	[sound:1c55aa0aa6b0.mp3]	
私たちは未来に向かっていきます。	わたしたちはみらいにむかっていきます。	We move forward toward the future.	Forward motion	V-て + いく	Directional progression	Future orientation	-てくる (change from past)	[sound:cfac6b8346f5.mp3]	
時間が経ってはいきます。	じかんがたってはいきます。	Time passes (forward).	Temporal progression	V-て + いく	Time moving forward	Temporal flow	-てくる (change from past)	[sound:4b8fecb2dc54.mp3]	
技術が発展していきます。	ぎじゅつがはってんしていきます。	Technology continues to develop.	Ongoing development	V-て + いく	Progressive advancement	Innovation	-てくる (change from past)	[sound:21a7bb93fd8a.mp3]	
友達が次々と来ていきました。	ともだちがつぎつぎときていきました。	Friends came one after another.	Sequential arrival	V-て + いく	Successive action	Social gathering	-てくる (change from past)	[sound:a62724bece4b.mp3]	
病気は治っていきました。	びょうきはなおっていきました。	The illness gradually got better.	Progressive recovery	V-て + いく	Gradual improvement	Health recovery	-てくる (change from past)	[sound:4510f6325a06.mp3]	
子どもが学校から帰ってきました。	こどもががっこうからかえってきました。	The child came home from school.	Motion toward home	V-て + くる	Approaching destination	School return	-ていく (motion away)	[sound:43dbe303825c.mp3]	
朝日が昇ってきています。	あさひがのぼってきています。	The morning sun is rising.	Rising motion toward	V-て + くる	Upward approach	Sunrise	-ていく (motion away)	[sound:cb3edb326313.mp3]	
気温が高くなってきました。	きおんがたかくなってきました。	The temperature has been getting warmer.	Progressive change from past	V-て + くる	Warming trend	Temperature increase	-ていく (motion away)	[sound:92a49e0dfab0.mp3]	
最近、人気が出てきました。	さいきん、にんきがでてきました。	Recently, it's become popular.	Emerging popularity	V-て + くる	Rising trend	Popularity growth	-ていく (motion away)	[sound:2e0fba43e90c.mp3]	
水が沸騰してきました。	みずがふっとうしてきました。	The water is coming to a boil.	Reaching boiling state	V-て + くる	Progressive state change	Cooking process	-ていく (motion away)	[sound:e7e9d2652552.mp3]	
昔から続いてきた伝統です。	むかしからつづいてきたでんとうです。	It's a tradition that has continued from long ago.	Continuation from past	V-て + くる	Historical persistence	Cultural tradition	-ていく (motion away)	[sound:790cfc9fff42.mp3]	
夜が明けてきました。	よるがあけてきました。	Night is breaking (dawn approaching).	Approaching dawn	V-て + くる	Temporal progression toward	Daybreak	-ていく (motion away)	[sound:3a3a9c40e80f.mp3]	
彼は走ってきました。	かれははしってきました。	He came running.	Motion toward speaker	V-て + くる	Approaching motion	Runner arriving	-ていく (motion away)	[sound:d9fbf9a4238b.mp3]	
雨が降ってきたようです。	あめがふってきたようです。	It seems the rain has started.	Onset of rain	V-て + くる	Weather change onset	Rain starting	-ていく (motion away)	[sound:eb899960282d.mp3]	
どんどん上手くなってきています。	どんどんじょうずくなってきています。	You're getting better and better.	Progressive skill improvement	V-て + くる	Improving trajectory	Skill development	-ていく (motion away)	[sound:66eb79bb04e8.mp3]	
