#separator:tab
#html:true
#columns:JP	OptionA	OptionB	Answer	Why	Tip	Audio	Tags
#notetype:Contrast
#deck:Japanese Grammar::02 - N4 Grammar::Contrast
症状___。	を表した	が表れた	が表れた	が marks intransitive subject; を for transitive object	appear/express	[sound:7e7c2c513df2.mp3]	module:02-n4 jlpt:n4 register:neutral point:transitive-intransitive pos:verb complexity:intro confusable-with:を表した frequency:top10k
色___。	を混ぜた	が混ざった	が混ざった	が marks intransitive subject; を for transitive object	mix/blend	[sound:28ec2a19a093.mp3]	module:02-n4 jlpt:n4 register:neutral point:transitive-intransitive pos:verb complexity:intro confusable-with:を混ぜた frequency:top1k
輪___。	を回した	が回った	が回った	が marks intransitive subject; を for transitive object	turn/rotate	[sound:486317d8439b.mp3]	module:02-n4 jlpt:n4 register:neutral point:transitive-intransitive pos:verb complexity:intro confusable-with:を回した frequency:top10k
布が赤___。	を染めた	が染まった	が染まった	が marks intransitive subject; を for transitive object	be dyed/dye	[sound:778ecc671c80.mp3]	module:02-n4 jlpt:n4 register:neutral point:transitive-intransitive pos:verb complexity:intro confusable-with:を染めた frequency:top10k
家族が都市___。	を移した	が移った	が移った	が marks intransitive subject; を for transitive object	move/transfer	[sound:118331efe5e8.mp3]	module:02-n4 jlpt:n4 register:neutral point:transitive-intransitive pos:verb complexity:intro confusable-with:を移した frequency:top10k
星___。	を見せた	が見える	が見える	が marks intransitive subject; を for transitive object	be visible/show	[sound:f8bfac60cbf6.mp3]	module:02-n4 jlpt:n4 register:neutral point:transitive-intransitive pos:verb complexity:intro confusable-with:を見せた frequency:top5k
音___。	を聞かせた	が聞こえた	が聞こえた	が marks intransitive subject; を for transitive object	be heard/make hear	[sound:bfe2563c4534.mp3]	module:02-n4 jlpt:n4 register:neutral point:transitive-intransitive pos:verb complexity:intro confusable-with:を聞かせた frequency:top5k
パン___。	を焼いた	が焼けた	が焼けた	が marks intransitive subject; を for transitive object	be burnt/burn	[sound:0a17306d5e25.mp3]	module:02-n4 jlpt:n4 register:neutral point:transitive-intransitive pos:verb complexity:intro confusable-with:を焼いた frequency:top1k
機械___。	を壊した	が壊れた	が壊れた	が marks intransitive subject; を for transitive object	break/destroy	[sound:9a63bcf72cb9.mp3]	module:02-n4 jlpt:n4 register:neutral point:transitive-intransitive pos:verb complexity:intro confusable-with:を壊した frequency:top10k
道___。	を曲げた	が曲がった	が曲がった	が marks intransitive subject; を for transitive object	curve/bend	[sound:8cef47d27560.mp3]	module:02-n4 jlpt:n4 register:neutral point:transitive-intransitive pos:verb complexity:intro confusable-with:を曲げた frequency:top1k
縄___。	を繋いだ	が繋がった	が繋がった	が marks intransitive subject; を for transitive object	connect/link	[sound:b71d2a6d44d9.mp3]	module:02-n4 jlpt:n4 register:neutral point:transitive-intransitive pos:verb complexity:intro confusable-with:を繋いだ frequency:top10k
紙___。	を裂いた	が裂けた	が裂けた	が marks intransitive subject; を for transitive object	tear/rip	[sound:e2961c13735b.mp3]	module:02-n4 jlpt:n4 register:neutral point:transitive-intransitive pos:verb complexity:intro confusable-with:を裂いた frequency:top1k
缶___。	を潰した	が潰れた	が潰れた	が marks intransitive subject; を for transitive object	be crushed/crush	[sound:9048f5f3fd0e.mp3]	module:02-n4 jlpt:n4 register:neutral point:transitive-intransitive pos:verb complexity:intro confusable-with:を潰した frequency:top10k
洗濯物___。	を乾かした	が乾いた	が乾いた	が marks intransitive subject; を for transitive object	dry/dry out	[sound:b6ae7c07a812.mp3]	module:02-n4 jlpt:n4 register:neutral point:transitive-intransitive pos:verb complexity:intro confusable-with:を乾かした frequency:top1k
スープ___。	を冷ました	が冷えた	が冷えた	が marks intransitive subject; を for transitive object	cool down/cool	[sound:f6cc7e97d5e8.mp3]	module:02-n4 jlpt:n4 register:neutral point:transitive-intransitive pos:verb complexity:intro confusable-with:を冷ました frequency:top10k
靴___。	を濡らした	が濡れた	が濡れた	が marks intransitive subject; を for transitive object	get wet/wet	[sound:2829389c875f.mp3]	module:02-n4 jlpt:n4 register:neutral point:transitive-intransitive pos:verb complexity:intro confusable-with:を濡らした frequency:top1k
床___。	を汚した	が汚れた	が汚れた	が marks intransitive subject; を for transitive object	get dirty/dirty	[sound:9bb7ae86fd06.mp3]	module:02-n4 jlpt:n4 register:neutral point:transitive-intransitive pos:verb complexity:intro confusable-with:を汚した frequency:top10k
火___。	を広げた	が広がった	が広がった	が marks intransitive subject; を for transitive object	spread/expand	[sound:d06fbe690adf.mp3]	module:02-n4 jlpt:n4 register:neutral point:transitive-intransitive pos:verb complexity:intro confusable-with:を広げた frequency:top5k
日___。	を短くした	が短くなった	が短くなった	が marks intransitive subject; を for transitive object	become short/shorten	[sound:4e48c9c6581e.mp3]	module:02-n4 jlpt:n4 register:neutral point:transitive-intransitive pos:verb complexity:intro confusable-with:を短くした frequency:top5k
時間___。	を長くした	が長くなった	が長くなった	が marks intransitive subject; を for transitive object	become long/lengthen	[sound:99b5c6e671dd.mp3]	module:02-n4 jlpt:n4 register:neutral point:transitive-intransitive pos:verb complexity:intro confusable-with:を長くした frequency:top1k
荷物___。	を軽くした	が軽くなった	が軽くなった	が marks intransitive subject; を for transitive object	become light/lighten	[sound:56bd954fe71d.mp3]	module:02-n4 jlpt:n4 register:neutral point:transitive-intransitive pos:verb complexity:intro confusable-with:を軽くした frequency:top1k
足___。	を重くした	が重くなった	が重くなった	が marks intransitive subject; を for transitive object	become heavy/weigh down	[sound:53975f3dd0d5.mp3]	module:02-n4 jlpt:n4 register:neutral point:transitive-intransitive pos:verb complexity:intro confusable-with:を重くした
道___。	を細くした	が細くなった	が細くなった	が marks intransitive subject; を for transitive object	become thin/thin	[sound:9c16b27755cb.mp3]	module:02-n4 jlpt:n4 register:neutral point:transitive-intransitive pos:verb complexity:intro confusable-with:を細くした frequency:top1k
幹___。	を太くした	が太くなった	が太くなった	が marks intransitive subject; を for transitive object	become thick/thicken	[sound:1a6adb39ee7e.mp3]	module:02-n4 jlpt:n4 register:neutral point:transitive-intransitive pos:verb complexity:intro confusable-with:を太くした frequency:low
街___。	を美しくした	が美しくなった	が美しくなった	が marks intransitive subject; を for transitive object	become beautiful/beautify	[sound:190cbe2740a3.mp3]	module:02-n4 jlpt:n4 register:neutral point:transitive-intransitive pos:verb complexity:intro confusable-with:を美しくした frequency:top10k
