#separator:tab
#html:true
#columns:Prompt	Target	Reading	Sample	Why	Audio	Tags
#notetype:Production
#deck:Japanese Grammar::00 - Foundation::Production

Voiceless alveolar.	サ	sa	サ	sound: /sa/ — same phoneme as さ; katakana	[sound:bf2cbaccbc43.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless alveolar.	シ	shi	シ	sound: /ʃi/ — same exception as し; palatalized sibilant; katakana	[sound:1afad7703773.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless alveolar.	ス	su	ス	sound: /sɯ/ — same phoneme as す; katakana	[sound:4df8398708ab.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless alveolar.	セ	se	セ	sound: /se/ — same phoneme as せ; katakana	[sound:825cec98c430.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless alveolar.	ソ	so	ソ	sound: /so/ — same phoneme as そ; katakana	[sound:7394858d1c1b.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless alveolar.	タ	ta	タ	sound: /ta/ — same phoneme as た; katakana	[sound:056cfad24eb2.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless alveolar.	チ	chi	チ	sound: /tʃi/ — same affricate exception as ち; katakana	[sound:7e62c71ff6cf.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless alveolar.	ツ	tsu	ツ	sound: /tsɯ/ — same affricate exception as つ; katakana	[sound:ee5fe18a7c76.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless alveolar.	テ	te	テ	sound: /te/ — same phoneme as て; katakana	[sound:8996011e5796.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless alveolar.	ト	to	ト	sound: /to/ — same phoneme as と; katakana	[sound:d729bd2b2767.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced nasal.	ナ	na	ナ	sound: /na/ — same phoneme as な; katakana	[sound:8f67916a925b.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced nasal.	ニ	ni	ニ	sound: /nʲi/ — same palatalized nasal as に; katakana	[sound:d8a8e4205aa7.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced nasal.	ヌ	nu	ヌ	sound: /nɯ/ — same phoneme as ぬ; katakana	[sound:065ebce83a18.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced nasal.	ネ	ne	ネ	sound: /ne/ — same phoneme as ね; katakana	[sound:edc16abe75a1.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced nasal.	ノ	no	ノ	sound: /no/ — same phoneme as の; katakana	[sound:6c807d0ae2cd.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless labial.	ハ	ha	ハ	sound: /ha/ — same phoneme as は; katakana	[sound:35104655d4d6.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless labial.	ヒ	hi	ヒ	sound: /çi/ — same palatal fricative as ひ; katakana	[sound:9da359d5199d.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless labial.	フ	fu	フ	sound: /ɸɯ/ — same bilabial fricative as ふ; katakana	[sound:c2fa87c3ddd2.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless labial.	ヘ	he	ヘ	sound: /he/ — same phoneme as へ; katakana	[sound:5cf428be4474.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless labial.	ホ	ho	ホ	sound: /ho/ — same phoneme as ほ; katakana	[sound:41a11f66f540.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced labial.	マ	ma	マ	sound: /ma/ — same phoneme as ま; katakana	[sound:55d42f593ce9.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced labial.	ミ	mi	ミ	sound: /mʲi/ — same palatalized nasal as み; katakana	[sound:651d85849d50.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced labial.	ム	mu	ム	sound: /mɯ/ — same phoneme as む; katakana	[sound:c6abfe263593.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced labial.	メ	me	メ	sound: /me/ — same phoneme as め; katakana	[sound:cfc3325ef061.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced labial.	モ	mo	モ	sound: /mo/ — same phoneme as も; katakana	[sound:577210255a86.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Glide y.	ヤ	ya	ヤ	sound: /ja/ — same palatal glide as や; katakana	[sound:8e621f06c443.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Glide y.	ユ	yu	ユ	sound: /jɯ/ — same phoneme as ゆ; katakana	[sound:ea633878f249.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Glide y.	ヨ	yo	ヨ	sound: /jo/ — same phoneme as よ; katakana	[sound:da6c6a6baf77.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced alveolar.	ラ	ra	ラ	sound: /ra/ — same alveolar flap as ら; katakana	[sound:d5f1ca173fcd.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced alveolar.	リ	ri	リ	sound: /rʲi/ — same palatalized flap as り; katakana	[sound:56cb721117e2.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced alveolar.	ル	ru	ル	sound: /rɯ/ — same phoneme as る; katakana	[sound:1d672f91e3ff.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced alveolar.	レ	re	レ	sound: /re/ — same phoneme as れ; katakana	[sound:00859a61c08f.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced alveolar.	ロ	ro	ロ	sound: /ro/ — same phoneme as ろ; katakana	[sound:4c1fe526f363.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Glide w.	ワ	wa	ワ	sound: /wa/ — same labial-velar glide as わ; katakana	[sound:a2fbf25469bc.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Particle wo.	ヲ	wo	ヲ	sound: /o/ — katakana form of を; rarely used; object particle in older texts	[sound:b40c5f345cb9.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Moraic nasal.	ン	n	ン	sound: /N/ — same syllabic nasal as ん; katakana	[sound:6ad7ee833add.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced ga.	が	ga	が	sound: /ga/ — dakuten ( ゛) voices か-row: /k/→/g/; voiced velar stop	[sound:a142816563b3.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced gi.	ぎ	gi	ぎ	sound: /gʲi/ — voiced velar /g/ palatalized before front vowel /i/	[sound:9a77c2df496e.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced gu.	ぐ	gu	ぐ	sound: /gɯ/ — voiced velar stop /g/ + compressed vowel /ɯ/	[sound:6e159a91b7ce.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced ge.	げ	ge	げ	sound: /ge/ — voiced velar stop /g/ + mid front /e/	[sound:9167af511d53.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced go.	ご	go	ご	sound: /go/ — voiced velar stop /g/ + mid back /o/	[sound:27a87259d93f.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced za.	ざ	za	ざ	sound: /za/ — dakuten voices さ-row: /s/→/z/; voiced sibilant	[sound:d08b42329511.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced ji.	じ	ji	じ	sound: /dʑi/ or /ʑi/ — voiced さ-row exception; romanized 'ji'	[sound:41f11fe610d4.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced zu.	ず	zu	ず	sound: /zɯ/ — voiced sibilant /z/ + compressed vowel /ɯ/	[sound:e77eb4831e6a.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced ze.	ぜ	ze	ぜ	sound: /ze/ — voiced sibilant /z/ + mid front /e/	[sound:8759dfeb913a.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced zo.	ぞ	zo	ぞ	sound: /zo/ — voiced sibilant /z/ + mid back /o/	[sound:bad314622d68.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced da.	だ	da	だ	sound: /da/ — dakuten voices た-row: /t/→/d/; voiced alveolar stop	[sound:b3d236275fac.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced de.	で	de	で	sound: /de/ — voiced alveolar stop /d/ + mid front /e/	[sound:7350618fcec3.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced do.	ど	do	ど	sound: /do/ — voiced alveolar stop /d/ + mid back /o/	[sound:76504d613664.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced ba.	ば	ba	ば	sound: /ba/ — dakuten voices は-row: voiced bilabial stop /b/ + /a/	[sound:d8c158e0a2d1.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced bi.	び	bi	び	sound: /bʲi/ — voiced bilabial stop /b/ palatalized before front /i/	[sound:5fb5aba49978.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced bu.	ぶ	bu	ぶ	sound: /bɯ/ — voiced bilabial stop /b/ + compressed vowel /ɯ/	[sound:82b3fbb77164.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced be.	べ	be	べ	sound: /be/ — voiced bilabial stop /b/ + mid front /e/	[sound:eefc5770b9dc.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced bo.	ぼ	bo	ぼ	sound: /bo/ — voiced bilabial stop /b/ + mid back /o/	[sound:7ebddc850724.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Semi-voiced pa.	ぱ	pa	ぱ	sound: /pa/ — handakuten (゜) adds bilabial burst; /p/ not in native words	[sound:81223f8ee527.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Semi-voiced pi.	ぴ	pi	ぴ	sound: /pʲi/ — handakuten bilabial /p/ palatalized before front /i/	[sound:749766f43a50.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Semi-voiced pu.	ぷ	pu	ぷ	sound: /pɯ/ — handakuten bilabial /p/ + compressed vowel /ɯ/	[sound:224fecb16293.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Semi-voiced pe.	ぺ	pe	ぺ	sound: /pe/ — handakuten bilabial /p/ + mid front /e/	[sound:bd1d8044336d.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Semi-voiced po.	ぽ	po	ぽ	sound: /po/ — handakuten bilabial /p/ + mid back /o/	[sound:06b58547dc73.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced ga.	ガ	ga	ガ	sound: /ga/ — voiced velar; katakana dakuten form of カ	[sound:2cf8934dec55.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced gi.	ギ	gi	ギ	sound: /gʲi/ — voiced palatalized velar; katakana	[sound:5bbbbf8a5aff.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced gu.	グ	gu	グ	sound: /gɯ/ — voiced velar + compressed vowel; katakana	[sound:65429ee5e7b4.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced ge.	ゲ	ge	ゲ	sound: /ge/ — voiced velar + mid front; katakana	[sound:df715d6e0967.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced go.	ゴ	go	ゴ	sound: /go/ — voiced velar + mid back; katakana	[sound:f684fe6c107a.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced za.	ザ	za	ザ	sound: /za/ — voiced sibilant; katakana dakuten form of サ	[sound:bdf380ec22e5.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced ji.	ジ	ji	ジ	sound: /dʑi/ — voiced affricate exception; katakana	[sound:fcd474ce77e4.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced zu.	ズ	zu	ズ	sound: /zɯ/ — voiced sibilant + compressed vowel; katakana	[sound:3c1a103b5b4f.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced ze.	ゼ	ze	ゼ	sound: /ze/ — voiced sibilant + mid front; katakana	[sound:56c35c37128e.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced zo.	ゾ	zo	ゾ	sound: /zo/ — voiced sibilant + mid back; katakana	[sound:7797100cc0f2.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced da.	ダ	da	ダ	sound: /da/ — voiced alveolar stop; katakana dakuten form of タ	[sound:919e596fb58d.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced de.	デ	de	デ	sound: /de/ — voiced alveolar stop + mid front; katakana	[sound:5dc5d5b8abb3.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced do.	ド	do	ド	sound: /do/ — voiced alveolar stop + mid back; katakana	[sound:a9a84e4c1845.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced ba.	バ	ba	バ	sound: /ba/ — voiced bilabial stop; katakana dakuten form of ハ	[sound:2768d02f9098.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced bi.	ビ	bi	ビ	sound: /bʲi/ — voiced bilabial palatalized; katakana	[sound:d5725b2f8d16.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced bu.	ブ	bu	ブ	sound: /bɯ/ — voiced bilabial + compressed vowel; katakana	[sound:c11cd8dd4563.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced be.	ベ	be	ベ	sound: /be/ — voiced bilabial + mid front; katakana	[sound:e24283733b4a.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced bo.	ボ	bo	ボ	sound: /bo/ — voiced bilabial + mid back; katakana	[sound:c6be80a62e61.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Semi-voiced pa.	パ	pa	パ	sound: /pa/ — bilabial burst handakuten; katakana form	[sound:d4c65564c4ad.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Semi-voiced pi.	ピ	pi	ピ	sound: /pʲi/ — bilabial handakuten palatalized; katakana	[sound:2083aa096d7e.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Semi-voiced pu.	プ	pu	プ	sound: /pɯ/ — bilabial handakuten + compressed vowel; katakana	[sound:a3b8f9e1263b.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Semi-voiced pe.	ペ	pe	ペ	sound: /pe/ — bilabial handakuten + mid front; katakana	[sound:8a8021085114.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Semi-voiced po.	ポ	po	ポ	sound: /po/ — bilabial handakuten + mid back; katakana	[sound:23239011ca96.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
