#separator:tab
#html:true
#columns:Prompt	Target	Reading	Sample	Why	Audio	Tags
#notetype:Production
#deck:Japanese Grammar::00 - Foundation::Production

I / me (male, casual) (atamadaka (1)).	僕	ぼく	僕	HL: atamadaka (head-high) — high on mora 1, drops immediately after; sharp fall	[sound:d9b58894b25e.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top5k source:curated-jpgram
Behind (atamadaka (1)).	後	あと	後	HL: atamadaka (head-high) — high on mora 1, drops immediately after; sharp fall	[sound:a1a8cfd1dec3.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
Older brother (atamadaka (1)).	兄	あに	兄	HL: atamadaka (head-high) — high on mora 1, drops immediately after; sharp fall	[sound:1b60f62fba6e.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
To be (atamadaka (1)).	在る	ある	在る	HL: atamadaka (head-high) — high on mora 1, drops immediately after; sharp fall	[sound:857265f4ac88.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
To be (atamadaka (1)).	有る	ある	有る	HL: atamadaka (head-high) — high on mora 1, drops immediately after; sharp fall	[sound:156efeaf0de7.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
Suburb (atamadaka (1)).	郊外	こうがい	郊外	HLLL: atamadaka (3+) — high initial mora, drops immediately, stays low	[sound:768df1b2712e.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top5k source:curated-jpgram
Dot / point (atamadaka (1)).	点	てん	点	HL: atamadaka (head-high) — high on mora 1, drops immediately after; sharp fall	[sound:1d59ea7cbbee.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top5k source:curated-jpgram
This time (atamadaka (1)).	今度	こんど	今度	HLL: atamadaka (2-mora) — high initial mora, drops at mora 2, stays low	[sound:0634ffc8add8.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top5k source:curated-jpgram
Now (atamadaka (1)).	今	いま	今	HL: atamadaka (head-high) — high on mora 1, drops immediately after; sharp fall	[sound:d2130d70a08e.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
Blue (nakadaka (2)).	青い	あおい	青い	LHL: nakadaka pattern — rises to mora 2, drops after; downstep in the middle	[sound:c6ae5797b9b3.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
To steal (nakadaka (2)).	盗む	ぬすむ	盗む	LHL: nakadaka pattern — rises to mora 2, drops after; downstep in the middle	[sound:9c123be3ddcb.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top5k source:curated-jpgram
To live (nakadaka (2)).	生きる	いきる	生きる	LHL: nakadaka pattern — rises to mora 2, drops after; downstep in the middle	[sound:37f4e3d32a37.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top5k source:curated-jpgram
Bitter (nakadaka (2)).	苦い	にがい	苦い	LHL: nakadaka pattern — rises to mora 2, drops after; downstep in the middle	[sound:6188849bbec2.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top5k source:curated-jpgram
Breakfast (nakadaka (3)).	朝御飯	あさごはん	朝御飯	LHHLL: nakadaka (3) — rises at mora 2, stays through 3, drops at mora 4	[sound:6d08b094b141.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
Day after tomorrow (nakadaka (2)).	明後日	あさって	明後日	LHLL: nakadaka (2) — rises at mora 2, drops immediately after mora 2	[sound:f8d01afc1ef8.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
Warm (nakadaka (4)).	暖かい	あたたかい	暖かい	LHHHL: nakadaka (4) — low, rises at 2, stays high through 4, drops after 4	[sound:c141850f9e8a.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
New (nakadaka (4)).	新しい	あたらしい	新しい	LHHHL: nakadaka (4) — low, rises at 2, stays high through 4, drops after 4	[sound:7905abb96ea3.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
Hot (nakadaka (2)).	暑い	あつい	暑い	LHL: nakadaka pattern — rises to mora 2, drops after; downstep in the middle	[sound:2f7806f919a5.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
Hot (to the touch) (nakadaka (2)).	熱い	あつい	熱い	LHL: nakadaka pattern — rises to mora 2, drops after; downstep in the middle	[sound:51bcc9d34833.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
To break (nakadaka (2)).	壊す	こわす	壊す	LHL: nakadaka pattern — rises to mora 2, drops after; downstep in the middle	[sound:b2310d9143b9.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top5k source:curated-jpgram
To get angry (nakadaka (2)).	怒る	いかる	怒る	LHL: nakadaka pattern — rises to mora 2, drops after; downstep in the middle	[sound:44180d9e2486.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top5k source:curated-jpgram
Driver (nakadaka (3)).	運転手	うんてんしゅ	運転手	LHHLL: nakadaka (3) — rises at mora 2, stays through 3, drops at mora 4	[sound:7e2a65748ee9.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top5k source:curated-jpgram
Soft (nakadaka (4)).	柔らかい	やわらかい	柔らかい	LHHHL: nakadaka (4) — low, rises at 2, stays high through 4, drops after 4	[sound:14890280c401.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top5k source:curated-jpgram
To walk (nakadaka (2)).	歩く	あるく	歩く	LHL: nakadaka pattern — rises to mora 2, drops after; downstep in the middle	[sound:661cf28cf5e9.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
Busy (nakadaka (4)).	忙しい	いそがしい	忙しい	LHHHL: nakadaka (4) — low, rises at 2, stays high through 4, drops after 4	[sound:03f65015f9e6.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
Painful (nakadaka (2)).	痛い	いたい	痛い	LHL: nakadaka pattern — rises to mora 2, drops after; downstep in the middle	[sound:2d7d31a9ab4e.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
Discourtesy (nakadaka (2)).	失礼	しつれい	失礼	LHLL: nakadaka (2) — rises at mora 2, drops immediately after mora 2	[sound:e7b05a197f63.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top5k source:curated-jpgram
Very hard (nakadaka (5)).	一生懸命	いっしょうけんめい	一生懸命	LHHHHLLL: complex nakadaka — long rise phase then sustained drop after peak	[sound:bb15e1db0fca.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top5k source:curated-jpgram
Five (nakadaka (2)).	五つ	いつつ	五つ	LHL: nakadaka pattern — rises to mora 2, drops after; downstep in the middle	[sound:c664873dbc35.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
Flower (odaka).	花	はな	花	LH→particle drop: odaka — rises to mora 2, stays high through final mora; downstep falls on the FOLLOWING particle (花が→hanaGA dips)	[sound:9be4611e164b.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
Tomorrow (odaka).	明日	あした	明日	LHH→particle drop: 3-mora odaka — low onset, rises at 2, stays high to end; downstep falls on the FOLLOWING particle	[sound:762ffcba27ad.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
Head (odaka).	頭	あたま	頭	LHH→particle drop: 3-mora odaka — low onset, rises at 2, stays high to end; downstep falls on the FOLLOWING particle	[sound:e349ae133850.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
Surface (odaka).	表	おもて	表	LHH→particle drop: 3-mora odaka — low onset, rises at 2, stays high to end; downstep falls on the FOLLOWING particle	[sound:6a954390e365.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top5k source:curated-jpgram
House (odaka).	家	いえ	家	LH→particle drop: odaka — rises to mora 2, stays high through final mora; downstep falls on the FOLLOWING particle (花が→hanaGA dips)	[sound:7de8177ce74b.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
New Year (esp. first three days) (odaka).	正月	しょうがつ	正月	LHHH→particle drop: 4-mora odaka — low onset, rises at 2, stays high to end; downstep falls on the FOLLOWING particle	[sound:8d94d31e6e43.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top5k source:curated-jpgram
Pond (odaka).	池	いけ	池	LH→particle drop: odaka — rises to mora 2, stays high through final mora; downstep falls on the FOLLOWING particle (花が→hanaGA dips)	[sound:33dda9d445d7.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
One (odaka).	一	いち	一	LH→particle drop: odaka — rises to mora 2, stays high through final mora; downstep falls on the FOLLOWING particle (花が→hanaGA dips)	[sound:d274eee8a175.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
One day (odaka).	一日	いちじつ	一日	LHHH→particle drop: 4-mora odaka — low onset, rises at 2, stays high to end; downstep falls on the FOLLOWING particle	[sound:d193f69c03f5.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
Dog (Canis (lupus) familiaris) (odaka).	犬	いぬ	犬	LH→particle drop: odaka — rises to mora 2, stays high through final mora; downstep falls on the FOLLOWING particle (花が→hanaGA dips)	[sound:022dd77d5cf1.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
Disliking (odaka).	嫌	いや	嫌	LH→particle drop: odaka — rises to mora 2, stays high through final mora; downstep falls on the FOLLOWING particle (花が→hanaGA dips)	[sound:7b59b16db1db.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
Colour (odaka).	色	いろ	色	LH→particle drop: odaka — rises to mora 2, stays high through final mora; downstep falls on the FOLLOWING particle (花が→hanaGA dips)	[sound:1391f4a4c627.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
Song (odaka).	歌	うた	歌	LH→particle drop: odaka — rises to mora 2, stays high through final mora; downstep falls on the FOLLOWING particle (花が→hanaGA dips)	[sound:3a3857bfa3f6.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
Parent (odaka).	親	おや	親	LH→particle drop: odaka — rises to mora 2, stays high through final mora; downstep falls on the FOLLOWING particle (花が→hanaGA dips)	[sound:2995b69f5a42.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top5k source:curated-jpgram
Younger brother (odaka, 4-mora).	弟	おとうと	弟	LHHH→particle drop: 4-mora odaka — low onset, rises through final mora, downstep falls on the FOLLOWING particle (弟が→otōTOga dips)	[sound:276330ed9702.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
Indicates storeys, structures, or materials used in a building (odaka).	建て	たて	建て	LH→particle drop: odaka — rises to mora 2, stays high through final mora; downstep falls on the FOLLOWING particle (花が→hanaGA dips)	[sound:2545f47b51fd.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top5k source:curated-jpgram
Key (odaka).	鍵	かぎ	鍵	LH→particle drop: odaka — rises to mora 2, stays high through final mora; downstep falls on the FOLLOWING particle (花が→hanaGA dips)	[sound:287a06131f4d.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
Force (odaka).	力	ちから	力	LHH→particle drop: 3-mora odaka — low onset, rises at 2, stays high to end; downstep falls on the FOLLOWING particle	[sound:a81c2ab80e37.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top5k source:curated-jpgram
Direction (odaka).	方	かた	方	LH→particle drop: odaka — rises to mora 2, stays high through final mora; downstep falls on the FOLLOWING particle (花が→hanaGA dips)	[sound:2e9c5afd29ff.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
Paper (odaka).	紙	かみ	紙	LH→particle drop: odaka — rises to mora 2, stays high through final mora; downstep falls on the FOLLOWING particle (花が→hanaGA dips)	[sound:c899fb51e356.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
