#separator:tab
#html:true
#columns:JP	OptionA	OptionB	Answer	Why	Tip	Audio	Tags
#notetype:Contrast
#deck:Japanese Grammar::03 - N3 Grammar::Contrast

実は危うく事故に遭う___だった。	ところ	ばかり	ところ	Use 'ところ' for this grammatical context.	ところ = at moment; just about to.	[sound:999a82086beb.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard confusable-with:ばかり frequency:top10k source:shin-kanzen
実は今にも壊れ___の古い家。	んばかり	ばかり	んばかり	Use 'んばかり' for this grammatical context.	んばかり = almost; on verge of.	[sound:ece364cf6062.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard confusable-with:ばかり frequency:top10k source:shin-kanzen
実は助けになる___、邪魔になった。	どころか	ばかり	どころか	Use 'どころか' for this grammatical context.	どころか = far from; instead quite opposite.	[sound:8a84790853a5.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard confusable-with:ばかり frequency:low source:shin-kanzen
実はちょうど家を出たばかりに、雨が降ってきた。	な	どころか	な	Use 'な' for this grammatical context.	な = just because; causative for misfortune.	[sound:2ff084adb4b1.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard confusable-with:どころか frequency:top10k source:shin-kanzen
実は彼の意見___が重要だ。	だけ	しか	だけ	Use 'だけ' for this grammatical context.	だけ = only/solely (positive, neutral).	[sound:dc74bf766a22.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard confusable-with:しか frequency:top10k source:shin-kanzen
実は彼は学生___ではなく、アルバイトもしている。	だけ	ばかり	だけ	Use 'だけ' for this grammatical context.	だけ = only/solely (positive, neutral).	[sound:df2f753952b9.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard confusable-with:ばかり frequency:top10k source:shin-kanzen
実は日本語を少し___話せない。	しか	だけ	しか	Use 'しか' for this grammatical context.	しか = only (with negation; restrictive).	[sound:1d5dac9a6309.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard confusable-with:だけ frequency:top10k source:shin-kanzen
実は我慢する___ない。	しか	だけ	しか	Use 'しか' for this grammatical context.	しか = only (with negation; restrictive).	[sound:995419eb27f2.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:intro confusable-with:だけ frequency:top10k source:shin-kanzen
彼___どこに住んでいるか分からない。	が	を	が	Use 'が' for this grammatical context.	が = subject marker; embedded question subject.	[sound:d2561644f8e9.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard confusable-with:を frequency:top10k source:shin-kanzen
実は何時に出発するか教えてください。	を	が	を	Use 'を' for this grammatical context.	を = object marker; embedded question object.	[sound:c11444c6185a.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard confusable-with:が frequency:top10k source:shin-kanzen
時間が経つ___に、気持ちが変わった。	じかんがへつうちに、きもちがかわった。	間に	うち	Grammar marker distinction: 'うち' vs '間に'	うち = during (process); temporal span.	[sound:bc9b8b6ce12e.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard frequency:top10k source:shin-kanzen
待つ___に、友人が着いた。	まつまに、ゆうじんがついた。	うち	間	Grammar marker distinction: '間' vs 'うち'	間 = interval; time period span.	[sound:e56530e7c305.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:intro frequency:top10k source:shin-kanzen complexity:standard
好きなこと___してはいけない。	ばかり	だけ	ばかり	Grammar marker distinction: 'ばかり' vs 'だけ'	ばかり = only/exclusively (actions/states).	[sound:4e1f861c572f.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard confusable-with:だけ frequency:top1k source:shin-kanzen
日本語以外にも、中国語が話せる。	だけ	しか	だけ	Grammar marker distinction: 'だけ' vs 'しか'	だけ = only/solely (positive, neutral).	[sound:dc1b3bb4b38b.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard confusable-with:しか frequency:top10k source:shin-kanzen
何も聞かない___に、彼は答えてしまった。	うち	間	うち	Grammar marker distinction: 'うち' vs '間'	うち = during (process); temporal span.	[sound:659f46a5a08f.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard confusable-with:間 frequency:top5k source:shin-kanzen
彼が到着したところが、雨が降り始めた。	が	を	が	Grammar marker distinction: 'が' vs 'を'	が = subject marker; embedded question subject.	[sound:d89394bfac1f.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard confusable-with:を frequency:top10k source:shin-kanzen
その言葉を聞いた___に、怒ってしまった。	ばかり	だけ	ばかり	Grammar marker distinction: 'ばかり' vs 'だけ'	ばかり = only/exclusively (actions/states).	[sound:dd4a7e51303a.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard confusable-with:だけ frequency:top1k source:shin-kanzen
彼女___が知っている秘密。	だけ	ばかり	だけ	Grammar marker distinction: 'だけ' vs 'ばかり'	だけ = only/solely (positive, neutral).	[sound:22985f66ae0b.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard confusable-with:ばかり frequency:top10k source:shin-kanzen
読んで___いないで、実践しなさい。	ばかり	だけ	ばかり	Grammar marker distinction: 'ばかり' vs 'だけ'	ばかり = only/exclusively (actions/states).	[sound:2a51d6fd643d.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard confusable-with:だけ frequency:low source:shin-kanzen
医学部以外にも、法学部がある。	だけ	しか	だけ	Grammar marker distinction: 'だけ' vs 'しか'	だけ = only/solely (positive, neutral).	[sound:d449267cd49b.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard confusable-with:しか frequency:low source:shin-kanzen
新入社員___、指導が重要だ。	だからこそ	だけに	だけに	Both emphasize reason, but ーだけに is more standard in N3 for 'precisely because'	だけに in modern Japanese grammar	[sound:316e63355613.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard frequency:top5k confusable-with:だからこそ source:shin-kanzen frequency:low
今にも壊れん___の古い家。	ばかりでなく	ばかりに	ばかりに	ーんばかり = on verge of; ばかりでなく = not only	ばかりに for 'imminent state'	[sound:05b84e009db7.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard frequency:top5k confusable-with:ばかりでなく source:shin-kanzen frequency:top10k
彼は遊んでばかり___。	いた	いる	いる	いる = habitual action; いた = past	Present continuous for habits	[sound:cbbf705ee980.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard frequency:top5k confusable-with:いた source:shin-kanzen complexity:intro
その日ばかり___特別な事が起きた。	に	は	に	ばかりに marks the specific reason	ばかりに for emphasis of sole cause	[sound:a41199566133.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard frequency:top5k confusable-with:は source:shin-kanzen
引っ越したばかり___、まだ片付けていない。	から	なので	なので	Both work, but ーたばかりなので is more natural	Recent action + consequence	[sound:c63fb2cfc4ee.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard frequency:top5k confusable-with:から source:shin-kanzen frequency:low
兄は仕事をしてばかり___、遊ばない。	いて	いた	いて	いて = continuing action; いた = past habit	Continuous form for ongoing habits	[sound:0a037c9266ce.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard frequency:top5k confusable-with:いた source:shin-kanzen frequency:top1k
去年の同期___が昇進した。	ばかり	だけ	ばかり	ばかり stronger exclusivity; だけ is weaker	ばかり emphasizes exclusive	[sound:c9c12a2510e1.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard frequency:top5k confusable-with:だけ source:shin-kanzen frequency:low
彼の一言___みんなが笑った。	だけに	ばかりに	だけに	Both work; だけに more common in N3	だけに more standard modern usage	[sound:3e63b478da55.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard frequency:top5k confusable-with:ばかりに source:shin-kanzen frequency:top10k
その音は天を揺るがん___の大きさだ。	ばかり	ほどに	ばかり	ばかりに = on verge; ほどに = degree	ばかり for 'as if on verge'	[sound:a626285341d9.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard frequency:top5k confusable-with:ほどに source:shin-kanzen frequency:low
結婚したばかりに、___になった。	夫が病気	病気で	夫が病気	Unfortunate consequence after marriage	Consequence with ばかりに	[sound:d256da2bf30a.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard frequency:top5k confusable-with:病気で source:shin-kanzen frequency:top1k
