#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::03 - N3 Grammar::Recognition

雪の中で遊んだことはありません。	ゆきのなかであそんだことはありません。	Never played in snow.	experience-negative	V-た + ことがない	no experience	never tried	いったことがある	[sound:bbc7e704000b.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top1k source:shin-kanzen
象を見たことがない。	ぞうをみたことがない。	I have never seen elephant.	experience-negative	V-た + ことがない	no experience	never witnessed	いったことがある	[sound:67e074d4cd6a.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:intro frequency:top10k source:shin-kanzen
時々猫が来ることがあります。	ときどきねこがくることがあります。	Cat sometimes comes.	habit-occasional	V + ことがある	occasional occurrence	non-habit iteration	いつも	[sound:ee40cbfd4553.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top1k source:shin-kanzen
たまに電話をもらうことがあります。	たまにでんわをもらうことがあります。	I occasionally get calls.	habit-occasional	V + ことがある	infrequent event	sometimes happens	いつも	[sound:b44743a45230.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top1k source:shin-kanzen
何か問題が起こることがあります。	なにかもんだいがおこることがあります。	Problems sometimes occur.	habit-occasional	V + ことがある	possible event	can happen	いつも	[sound:b728f8c1b388.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top10k source:shin-kanzen
朝寝坊することがあります。	あさねぼうすることがあります。	I oversleep sometimes.	habit-occasional	V + ことがある	occasional behavior	happens sometimes	いつも	[sound:c606cd4bad4e.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:low source:shin-kanzen
今食べたばかりです。	いままたべたばかりです。	I just ate.	recency	V-た + ばかり	just completed	very recent past	たところ	[sound:f89145a95a61.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:intro frequency:top1k source:shin-kanzen
つい今さっき来たばかりです。	つついまさっききたばかりです。	I just arrived.	recency	V-た + ばかり	very recent arrival	just now	たところ	[sound:6f76ceb2b6db.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top10k source:shin-kanzen
卒業したばかりです。	そつぎょうしたばかりです。	I just graduated.	recency	V-た + ばかり	recent event	just happened	たところ	[sound:b4b67be8c0e9.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:intro frequency:top5k source:shin-kanzen
本を買ったばかりです。	ほんをかったばかりです。	I just bought book.	recency	V-た + ばかり	recent purchase	just acquired	たところ	[sound:fc7bc680f850.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:intro frequency:top1k source:shin-kanzen
映画を見始めたばかりです。	えいがをみはじめたばかりです。	Just started watching.	recency	V-た + ばかり	just commenced	recently started	たところ	[sound:6c9c4c7ff4ca.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top1k source:shin-kanzen
時々彼は黙っていることがある。	ときどきかれはだまっていることがある。	Sometimes he becomes silent (occasionally does).	Occasional occurrence	V(pres/imper) + ことがある	Occasional experience; happens sometimes	Sometimes does X	ことができる (has ability)	[sound:fb053e77d966.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top5k source:shin-kanzen
冬には雪が降ることがある。	ふゆにはゆきがふることがある。	In winter, snow sometimes falls.	Natural occurrence	V(pres) + ことがある	Occasional natural event	Weather/nature happens sometimes	ことができる	[sound:f91333fe150d.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top1k source:shin-kanzen
朝寝坊することがある。	あさねぼうすることがある。	Sometimes [I] oversleep.	Human habit	V + ことがある	Admit occasional mistake	Everyone sometimes does X	ことができる	[sound:18b9e8285ee5.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:intro frequency:low source:shin-kanzen
彼女と喧嘩することがある。	かのじょとけんかすることがある。	Sometimes [I] fight with my girlfriend.	Relational conflict	V + ことがある	Relationship friction	Human conflict happens	ことができる	[sound:3233f1545d94.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top5k source:shin-kanzen
勉強中に居眠りすることがある。	べんきょうちゅうにいねむりすることがある。	While studying, [I] sometimes doze off.	Study disruption	V + ことがある	Occasional drowsiness	Caught napping sometimes	ことができる	[sound:afa4ee9f09ef.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top10k source:shin-kanzen
彼は日本語を話すことができる。	かれはにほんごをはなすことができができる。	He can speak Japanese.	Acquired ability	V + ことができる	Ability to do; capability	Has skill/competence	ことがある (occasional)	[sound:17b35b7852e0.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top10k source:shin-kanzen
誰もが夢を見ることができる。	だれもがゆめをみることができる。	Anyone can dream.	Universal possibility	V + ことができる	Possible for all	Everyone is capable	ことがある	[sound:6735d1064758.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top5k source:shin-kanzen
このパソコンで映画を見ることができる。	このぱそこんでえいがをみることができる。	On this PC, [you] can watch movies.	Tool capability	V + ことができる	Device/tool permits action	System enables X	ことがある	[sound:2875b3dfdabd.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top5k source:shin-kanzen
お金があれば、何でも買うことができる。	おかねがあれば、なんでもかうことができる。	With money, [one] can buy anything.	Conditional ability	V + ことができる	Prerequisite enables action	Condition → ability	ことがある	[sound:f14f7b1ed301.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top10k source:shin-kanzen
森の中で様々な動物を見ることができた。	もりのなかでようようなどうぶつをみることができた。	In the forest, [I] was able to see various animals.	Successful experience	V(past) + ことができた	Achieved/experienced action	Managed to see/do	ことがある	[sound:74f536fda49f.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top10k source:shin-kanzen
毎日走ることにした。	まいにちはしることにした。	[I] decided to run every day.	Volitional decision	V + ことにした	Deliberate decision; one decides	Decided on plan X	ようにする (to aim)	[sound:040f698164e0.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:intro frequency:top1k source:shin-kanzen
明日から禁煙することにします。	あしたからきんえんすることにします。	Starting tomorrow, [I] will quit smoking.	Future resolution	V + ことにする	Resolve to do from now on	Commitment to change	ようにする	[sound:5a17615691af.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top10k source:shin-kanzen
来月から新しい学校に行くことになった。	らいげつからあたらしいがっこうにいくことになった。	It was decided [I] will go to a new school next month.	Outside decision	V + ことになった	External arrangement; 'it has been arranged'	Decided for you by others	ようにする	[sound:0d2afb33628d.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top1k source:shin-kanzen
毎週金曜日に会うことにしましょう。	まいしゅうきんようびにあうことにしましょう。	Let's decide to meet every Friday.	Group decision	V + ことにしましょう	Propose mutual agreement	Suggesting a plan	ようにする	[sound:db0b68b53913.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top1k source:shin-kanzen
この仕事はあの人が担当することになった。	このしごとはあのひとがたんとうすることになった。	It has been arranged that that person handles this job.	Role assignment	V + ことになった	External assignment	Assigned to do X	ようにする	[sound:539efc2b8824.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top10k source:shin-kanzen
人のためになることをするべきだ。	ひとのためになることをするべきだ。	One should do things that help people.	Normative statement	V + ことだ	Literary: 'one should'; obligation	Ought to; what one does	べきだ (duty)	[sound:78957e9ea450.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top1k source:shin-kanzen
何というか、不思議なことか。	なんというか、ふしぎなことか。	How strange! What an oddity!	Exclamation	N + ことか	Literary exclamation; 'what a X!'	Expressing surprise	なんと + adjective	[sound:e7d3b15c4714.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top10k source:shin-kanzen
安心することなく、常に注意しなさい。	あんしんすることなく、つねにちゅういしなさい。	Don't relax; always be careful.	Negation/avoidance	V + ことなく	Without doing; never do X	Avoid doing; never X	ことはない	[sound:f0238d2d102b.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top10k source:shin-kanzen
時間がないことはない。	じかんがないことはない。	It's not that [I] have no time.	Double negation	N + ことはない	Litotes: 'not that there isn't'; there is	Subtle affirmation	ことがある	[sound:772f1a8f3e4f.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:intro frequency:top1k source:shin-kanzen
失敗しないことはない。	しっぱいしないことはない。	It's not that [I] never fail; [I] do sometimes.	Admission	V(neg) + ことはない	Concede that X sometimes happens	Can't claim never X	ことがある	[sound:08a2ff42e8da.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:intro frequency:top5k source:shin-kanzen
映画を見ることができて、嬉しかった。	えいがをみることができて、うれしかった。	Was able to watch a movie, [I] was happy.	Successful experience	V(past) + ことができて	Achieved action + emotion	Managed to see, felt good	ことがある	[sound:dba0a75dde07.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top1k source:shin-kanzen
何もしないことはできない。	なにもしないことはできない。	Can't do nothing; must do something.	Necessity negation	V(neg) + ことはできない	Impossible to not do; must do	Can't avoid doing	ことができる	[sound:cd25a25d268f.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top1k source:shin-kanzen
泣くことなく、演技を続けた。	なくことなく、えんぎをつづけた。	Without crying, [she] continued the performance.	Avoidance	V + ことなく	Without doing X; never do	Acting without tears	ことがある	[sound:dc9d86d76aec.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top10k source:shin-kanzen
雨の日は外で遊ぶことができない。	あめのひはそとであそぶことができない。	On rainy days, [you] can't play outside.	Conditional inability	V + ことができない	Unable to do due to condition	Rain prevents play	ことができる	[sound:9c4ad75f01db.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top5k source:shin-kanzen
毎週金曜日に会うことに決めた。	まいしゅうきんようびにあうことにきめた。	Decided to meet every Friday.	Group decision variant	V + ことに + きめた	Decided on arrangement	Friday meetings planned	ことにする	[sound:9d18ca16ed57.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:low source:shin-kanzen
その知らせを聞いたことがある。	そのしらせをきいたことがある。	Have heard that news before.	Past experience	V(past) + ことがある	Have experienced in past	Encountered before	ことができる	[sound:a1a36cd4ff0b.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top10k source:shin-kanzen
成功することを願っている。	せいこうすることをねがっている。	Hoping to succeed.	Future hope	V + ことを + negau	Wishing for action X	Hopeful for success	ことができる	[sound:f1c0411c6b30.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top10k source:shin-kanzen
変わることなく、応援し続ける。	かわることなく、おうえんしつづける。	Without changing, [I] will continue supporting.	Continuous support	V + ことなく	Unchanged; consistently X	Unwavering support	ことがある	[sound:575fe1c1562f.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top10k source:shin-kanzen
高いところから見ることができました。	たかいところからみることができました。	Was able to see from high place.	Perspective achievement	V(past) + ことができました	Could do; managed to	Saw from above	ことがある	[sound:a8be361a16c1.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top1k source:shin-kanzen
働くことなしに生活できない。	はたらくことなしにせいかつできない。	Can't live without working.	Necessity	V + ことなしに	Without X; can't exist	Work is necessary	ことができる	[sound:be4fbcd28be9.mp3]	module:03-n3 jlpt:n3 point:ことがある complexity:standard frequency:top5k source:shin-kanzen
