#separator:tab
#html:true
#columns:JP	OptionA	OptionB	Answer	Why	Tip	Audio	Tags
#notetype:Contrast
#deck:Japanese Grammar (Strict)::03 - N3 Grammar::Contrast

その光景を見て___。	感動してたまらない	感動していられない	感動してたまらない	たまらない = overwhelming emotion; はいられない = can't suppress reaction	Overwhelmed → たまらない	[sound:3b1f2355289a.mp3]	module:03-n3 jlpt:n3 point:に違いない complexity:intro confusable-with:感動していられない frequency:top10k source:shin-kanzen
親として子を放ってはおけない。___。	いられない	たまらない	いられない	はいられない = ethical duty; たまらない = emotional intensity	Duty/obligation → いられない	[sound:f9aa7e1eeee9.mp3]	module:03-n3 jlpt:n3 point:に違いない complexity:standard confusable-with:たまらない frequency:top5k source:shin-kanzen
かゆい。掻かずに___。	いられない	たまらない	いられない	はいられない = physical compulsion; たまらない = emotional overwhelm	Physical urge → いられない	[sound:79f2e38d1828.mp3]	module:03-n3 jlpt:n3 point:に違いない complexity:intro confusable-with:たまらない source:shin-kanzen
秘密を知ったが、言わずに___。	いられない	たまらない	いられない	はいられない = forced disclosure; たまらない = emotional overflow	Can't keep secret → いられない	[sound:7e82774e53de.mp3]	module:03-n3 jlpt:n3 point:に違いない complexity:standard confusable-with:たまらない frequency:top10k source:shin-kanzen
悲しくて___。	たまらない	はいられない	たまらない	たまらない = unbearable sadness; はいられない = can't maintain composure	Pure emotion → たまらない	[sound:7f3814e2aba6.mp3]	module:03-n3 jlpt:n3 point:に違いない complexity:intro confusable-with:はいられない source:shin-kanzen
彼は___な性格だ。	忘れがち	忘れっぽい	忘れがち	がち = regular tendency; っぽい = trait/characteristic	Habitual pattern → がち	[sound:f6173a7bd839.mp3]	module:03-n3 jlpt:n3 point:に違いない complexity:intro confusable-with:忘れっぽい frequency:top10k source:shin-kanzen
最近、寝坊___。	がち	っぽい	がち	がち = increasingly frequent; っぽい = personality trait	Recent pattern → がち	[sound:029ecc10dcb0.mp3]	module:03-n3 jlpt:n3 point:に違いない complexity:intro confusable-with:っぽい frequency:top5k source:shin-kanzen
その子はいたずら___。	っぽい	がち	っぽい	っぽい = inherent character; がち = behavioral tendency	Inherent trait → っぽい	[sound:dfe4f5f534e8.mp3]	module:03-n3 jlpt:n3 point:に違いない complexity:intro confusable-with:がち frequency:top5k source:shin-kanzen
昨日も遅刻した。___な人だ。	遅刻がち	遅刻っぽい	遅刻がち	がち = behavioral pattern; っぽい = impression/appearance	Repeated action → がち	[sound:6a4743c2a2da.mp3]	module:03-n3 jlpt:n3 point:に違いない complexity:standard confusable-with:遅刻っぽい frequency:top10k source:shin-kanzen
何か大事そうな顔をしている。秘密___。	っぽい	がち	っぽい	っぽい = appearance/impression; がち = habitual behavior	Surface impression → っぽい	[sound:1558e32905a9.mp3]	module:03-n3 jlpt:n3 point:に違いない complexity:standard confusable-with:がち frequency:top10k source:shin-kanzen
彼はミスをする___。	がち	っぽい	がち	がち = frequency/tendency; っぽい = characteristic nature	Frequency → がち	[sound:add6edd506ee.mp3]	module:03-n3 jlpt:n3 point:に違いない complexity:intro confusable-with:っぽい frequency:top10k source:shin-kanzen
