#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::03 - N3 Grammar::Recognition
#
誰がそれをしたか知っていますか。	だれがそれをしたかしっていますか。	Do you know who did that?	indirect question	indirect か	Embedded WH-question	Ask/wonder if/what		[sound:09311b90257b.mp3]	module:03-n3 jlpt:n3 point:embedded-questions
なぜ遅刻したか理由を聞きたい。	なぜちこくしたかりゆうをききたい。	I want to hear why he was late.	indirect question	indirect か	Embedded WH-question	Ask/wonder if/what		[sound:b5b2b33a0216.mp3]	module:03-n3 jlpt:n3 point:embedded-questions
どの本が一番面白いか迷っている。	どのほんがいちばんおもしろいかまよっている。	I'm undecided which book is most interesting.	indirect question	indirect か	Embedded WH-question	Ask/wonder if/what		[sound:655dd5dc801b.mp3]	module:03-n3 jlpt:n3 point:embedded-questions
いくらかかるか見積もりを取った。	いくらかかるかみつもりをとった。	I got an estimate of how much it costs.	indirect question	indirect か	Embedded WH-question	Ask/wonder if/what		[sound:2dcb038b8e6a.mp3]	module:03-n3 jlpt:n3 point:embedded-questions
どのくらい続くか不明だ。	どのくらいつづくかふめいだ。	It's unclear how long it will last.	indirect question	indirect か	Embedded WH-question	Ask/wonder if/what		[sound:149ed35b79f8.mp3]	module:03-n3 jlpt:n3 point:embedded-questions
何を食べたいか聞いた。	なにをたべたいかきいた。	I asked what he wanted to eat.	indirect question	indirect か	Embedded WH-question	Ask/wonder if/what		[sound:83370056a4c9.mp3]	module:03-n3 jlpt:n3 point:embedded-questions
今度の映画がどうかは見てみないと分からない。	こんどのえいががどうかはみてみないとわからない。	I won't know how the movie is until I see it.	WH embedded	どう/いつ/どんな	WH-embedded question	How/what/when		[sound:41cbebfdff42.mp3]	module:03-n3 jlpt:n3 point:embedded-questions
明日がいつ来るか待っている。	あしたがいつくるかまっている。	I'm waiting for tomorrow to come.	WH embedded	どう/いつ/どんな	WH-embedded question	How/what/when		[sound:2bbc1f1cb53f.mp3]	module:03-n3 jlpt:n3 point:embedded-questions
どんな風になるか楽しみだ。	どんなかぜになるかたのしみだ。	I'm looking forward to how it will turn out.	WH embedded	どう/いつ/どんな	WH-embedded question	How/what/when		[sound:a57f1cfea96e.mp3]	module:03-n3 jlpt:n3 point:embedded-questions
この計画がどう進むか見守ろう。	このけいかくがどうすすむかみまもろう。	Let's watch how this plan progresses.	WH embedded	どう/いつ/どんな	WH-embedded question	How/what/when		[sound:da8923c95a63.mp3]	module:03-n3 jlpt:n3 point:embedded-questions
夏休みがいつ始まるか確認した。	なつやすみがいつはじまるかかくにんした。	I confirmed when summer vacation starts.	WH embedded	どう/いつ/どんな	WH-embedded question	How/what/when		[sound:c8d52591d38b.mp3]	module:03-n3 jlpt:n3 point:embedded-questions
彼がなぜ来ないか理由が分からない。	かれがなぜこないかりゆうがわからない。	I don't understand why he's not coming.	reason question	なぜ/どうして	Reason question	Why/what's the reason		[sound:db28932db5fa.mp3]	module:03-n3 jlpt:n3 point:embedded-questions
どうして失敗したか説明してください。	どうしてしっぱいしたかせつめいしてください。	Please explain why you failed.	reason question	なぜ/どうして	Reason question	Why/what's the reason		[sound:9a5a8930474f.mp3]	module:03-n3 jlpt:n3 point:embedded-questions
彼女が怒った理由がわからない。	かのじょがいかったりゆうがわからない。	I don't understand why she's angry.	reason question	なぜ/どうして	Reason question	Why/what's the reason		[sound:587c1cf407e4.mp3]	module:03-n3 jlpt:n3 point:embedded-questions
試験に落ちたわけを知りたい。	しけんにおちたわけをしりたい。	I want to know the reason for failing the exam.	reason question	なぜ/どうして	Reason question	Why/what's the reason		[sound:10ea3d713196.mp3]	module:03-n3 jlpt:n3 point:embedded-questions
今日の天気がどんなか見ておきたい。	きょうのてんきがどんなかみておきたい。	I want to check what today's weather is like.	どんな	どんな	Embedded question	どんな		[sound:66acf1eced76.mp3]	module:03-n3 jlpt:n3 point:embedded-questions
その話が本当かどうか確かめたい。	そのはなしがほんとうかどうかたしかめたい。	I want to verify whether or not that story is true.	かどうか	かどうか	Embedded question	かどうか		[sound:3ac19a7c1632.mp3]	module:03-n3 jlpt:n3 point:embedded-questions
彼女がいるかいないか分からない。	かのじょがいるかいないかわからない。	I don't know whether she has a girlfriend or not.	かいないか	かいないか	Embedded question	かいないか		[sound:04306ae2e9c6.mp3]	module:03-n3 jlpt:n3 point:embedded-questions
