#separator:tab
#html:true
#columns:JP	OptionA	OptionB	Answer	Why	Tip	Audio	Tags
#notetype:Contrast
#deck:Japanese Grammar::05 - N1 Grammar::Contrast

学習効果は期待できる___。	〜ものと思われる	〜ようです	〜ものと思われる	ものと思われる: formal academic; ようです: casual observation.	ものと思われる: formal.	[sound:4d9771c044c5.mp3]	module:05-n1 jlpt:n1 point:n1-modality complexity:standard confusable-with:ようです frequency:top10k
その危険性は___。	〜には及ばない	〜ほどではない	〜には及ばない	及ばない: formal negation; ほどではない: casual.	及ばない: formal.	[sound:59773f36ee62.mp3]	module:05-n1 jlpt:n1 point:n1-modality complexity:intro confusable-with:ほどではない frequency:top10k
改善は十分___。	〜にすぎない	〜で十分	〜にすぎない	にすぎない emphasizes limitation; で十分 affirms sufficiency.	にすぎない: limitation.	[sound:21642116083d.mp3]	module:05-n1 jlpt:n1 point:n1-modality complexity:intro confusable-with:で十分 frequency:top10k
その判断は適切___。	〜ものと認められる	〜と認められる	〜ものと認められる	ものと adds formal recognition tone.	ものと: formal.	[sound:84c56e7ca3a0.mp3]	module:05-n1 jlpt:n1 point:n1-modality complexity:intro confusable-with:と認められる frequency:top10k
この分析は深い___。	〜ものとはいえない	〜とはいえない	〜ものとはいえない	ものと adds nominal structure to negation.	ものと: structural.	[sound:5d0cdaa688b0.mp3]	module:05-n1 jlpt:n1 point:n1-modality complexity:intro confusable-with:とはいえない frequency:top10k
その効果は___。	〜には及ばない	〜がない	〜には及ばない	及ばない: formal negation of reaching; がない: simple absence.	及ばない: formal.	[sound:638beb07942b.mp3]	module:05-n1 jlpt:n1 point:n1-modality complexity:intro confusable-with:がない frequency:top10k
現状は改善している___。	〜ものと思われる	〜みたいです	〜ものと思われる	ものと思われる: formal; みたい: informal.	ものと思われる: formal.	[sound:c3686e2e5910.mp3]	module:05-n1 jlpt:n1 point:n1-modality complexity:standard confusable-with:みたいです frequency:top10k
その提案は実現可能___。	〜ものと考える	〜と思う	〜ものと考える	ものと考える: formal judgment; 思う: personal opinion.	ものと考える: formal.	[sound:7caed3293e5c.mp3]	module:05-n1 jlpt:n1 point:n1-modality complexity:standard confusable-with:と思う frequency:top10k
成果は限定的___。	〜にすぎない	〜に過ぎない	〜にすぎない	Both similar; にすぎない is standard.	にすぎない: standard.	[sound:08dbb7ef2e63.mp3]	module:05-n1 jlpt:n1 point:n1-modality complexity:intro confusable-with:に過ぎない frequency:low
その根拠は___。	〜には及ばない	〜では不足する	〜には及ばない	及ばない: formal inadequacy; 不足する: practical lack.	及ばない: formal.	[sound:d54caddac4e6.mp3]	module:05-n1 jlpt:n1 point:n1-modality complexity:intro confusable-with:では不足する frequency:low
評判は良い___。	〜ものと考えられる	〜ようです	〜ものと考えられる	ものと考えられる: formal assessment; ようです: observation.	ものと考えられる: formal.	[sound:623b0328651c.mp3]	module:05-n1 jlpt:n1 point:n1-modality complexity:intro confusable-with:ようです frequency:top10k
その過程は複雑___。	〜にすぎない	〜わけではない	〜にすぎない	にすぎない: mere complexity; わけではない: negates assumption.	にすぎない: mild.	[sound:1faa63006ca6.mp3]	module:05-n1 jlpt:n1 point:n1-modality complexity:intro confusable-with:わけではない frequency:top10k
