#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::05 - N1 Grammar::Recognition
その美しさだけのことはある。	そのうつくしさだけのことはある。	That beauty alone is notable.	beauty	〜だけのことはある	Indeed beautiful	aesthetics	reciprocal	[sound:7ff5d9ff9d01.mp3]	module:05-n1 jlpt:n1 point:n1-modality-judgement-advanced complexity:standard frequency:low source:shin-kanzen
彼女の戦略は効果的だけのことはある。	かのじょのせんりゃくはこうかてきだけのことはある。	Her strategy is indeed effective.	strategy	〜だけのことはある	Proves effective	planning	reciprocal	[sound:9fba964a52ef.mp3]	module:05-n1 jlpt:n1 point:n1-modality-judgement-advanced complexity:standard frequency:top10k source:shin-kanzen
その報告は正確であって、疑う余地がない。	そのほうこくはせいかくであって、うたがうよちがない。	That report is accurate and leaves no room for doubt.	accuracy	〜であって	Accurate, undoubted	reporting	affirmation	[sound:a9ad81554fa0.mp3]	module:05-n1 jlpt:n1 point:n1-modality-judgement-advanced complexity:standard frequency:low source:shin-kanzen
その責任は私のものであって、譲歩できない。	そのせきにんはわたしのものであって、じょうほできない。	That responsibility is mine and non-negotiable.	duty	〜であって	Mine, not transferable	responsibility	affirmation	[sound:249f557d3f8d.mp3]	module:05-n1 jlpt:n1 point:n1-modality-judgement-advanced complexity:standard frequency:low source:shin-kanzen
その事実は変わらぬものであって、認識すべきだ。	そのじじつはかわらぬものであって、にんしきすべきだ。	That fact is unchanging and must be acknowledged.	reality	〜であって	Unchanging fact	truth	affirmation	[sound:f58be8aa9230.mp3]	module:05-n1 jlpt:n1 point:n1-modality-judgement-advanced complexity:standard frequency:low source:shin-kanzen
努力しようとしまいと、出発点は同じだ。	どりょくしようとしまいと、しゅっぱつてんはおなじだ。	Whether you make an effort or not, the starting point is the same.	inevitability	〜ようと	Regardless of effort	foundation	concession	[sound:75d6b1f65d09.mp3]	module:05-n1 jlpt:n1 point:n1-modality-judgement-advanced complexity:standard frequency:top10k source:shin-kanzen
天候が良かろうと悪かろうと、予定は変わらない。	てんこうがよかろうとわるかろうと、よていはかわらない。	Whether the weather is good or bad, the schedule doesn't change.	inevitability	〜かろう	Regardless of weather	planning	concession	[sound:003e194ec3fd.mp3]	module:05-n1 jlpt:n1 point:n1-modality-judgement-advanced complexity:standard frequency:top10k source:shin-kanzen
その規則と習慣が相まって、秩序が保たれている。	そのきそくとしゅうかんがあいまって、ちつじょがたもたれている。	That rule and habit combined maintain order.	order	〜と相まって	Maintains order	discipline	combination	[sound:04f818f91fb9.mp3]	module:05-n1 jlpt:n1 point:n1-modality-judgement-advanced complexity:standard frequency:low source:shin-kanzen
政策と国民の協力が相まって、成果が出た。	せいさくとこくみんのきょうりょくがあいまって、せいかがでた。	Policy and public cooperation combined produced results.	cooperation	〜と相まって	Public cooperation counts	achievement	combination	[sound:cc467da86450.mp3]	module:05-n1 jlpt:n1 point:n1-modality-judgement-advanced complexity:standard frequency:low source:shin-kanzen
その未来は暗いやもしれない。	そのみらいはくらいやもしれない。	That future might perhaps be dark.	uncertainty	〜やもしれない	Possibly dark	future	literary	[sound:5d5483e5b1f3.mp3]	module:05-n1 jlpt:n1 point:n1-modality-judgement-advanced complexity:standard frequency:top10k source:shin-kanzen
彼はすでに去ったやもしれない。	かれはすでにさったやもしれない。	He may perhaps have already left.	speculation	〜やもしれない	Perhaps already gone	absence	literary	[sound:f1a12816dbcf.mp3]	module:05-n1 jlpt:n1 point:n1-modality-judgement-advanced complexity:standard frequency:top5k source:shin-kanzen
その警告は今も有効であろう。	そのけいこくはいまもゆうこうであろう。	That warning is still perhaps valid.	validity	〜であろう	Still perhaps valid	caution	literary	[sound:d13746c336d9.mp3]	module:05-n1 jlpt:n1 point:n1-modality-judgement-advanced complexity:standard frequency:top10k source:shin-kanzen
彼の才能は本物であろう。	かれのさいのうはほんものであろう。	His talent is perhaps genuine.	authenticity	〜であろう	Perhaps real talent	ability	literary	[sound:e2d79e39fb14.mp3]	module:05-n1 jlpt:n1 point:n1-modality-judgement-advanced complexity:intro frequency:top10k source:shin-kanzen
その結論は妥当であろう。	そのけつろんはだとうであろう。	That conclusion is perhaps reasonable.	reasonableness	〜であろう	Perhaps sound	analysis	literary	[sound:2f390d98d7fd.mp3]	module:05-n1 jlpt:n1 point:n1-modality-judgement-advanced complexity:intro frequency:low source:shin-kanzen
その説明は十分に違いない。	そのせつめいはじゅうぶんにちがいない。	That explanation must be sufficient.	sufficiency	〜に違いない	Must be enough	clarity	certainty	[sound:0717019612f0.mp3]	module:05-n1 jlpt:n1 point:n1-modality-judgement-advanced complexity:standard frequency:top10k source:shin-kanzen
