#separator:tab
#html:true
#columns:Prompt	Target	Reading	Sample	Why	Audio	Tags
#notetype:Production
#deck:Japanese Grammar::10 - Onomatopoeia::Production

Bleat bleat.	animal voice	めーめー	メーメー	giseigo: sheep's bleat — nasal /m/ + elongated vowel; sheep or goat call	[sound:9b20d222090b.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
Coo coo.	animal voice	ぐーぐー	グーグー	giseigo: dove's soft coo — rounded back vowels; peaceful resting bird	[sound:1685633fdc05.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
Buzzing.	animal voice	じーじー	ジージー	giseigo: insect buzzing drone — continuous sibilant; cicadas or flies	[sound:831f2d9d5b46.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
Meow shrill.	animal voice	みーみー	ミーミー	giseigo: high-pitched shrill meow — small animal insistent call	[sound:b37d98b1be5a.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
Barking loud.	animal voice	じゃーじゃー	ジャージャー	giseigo: large dog's continuous alarm bark — sustained loud vocalization	[sound:e6856bee684a.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
Hoot hoot.	animal voice	ほーほー	ホーホー	giseigo: owl's hoot — resonant rounded vowels; nocturnal atmospheric call	[sound:ebcd3962f4d1.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
Caw caw.	animal voice	かあかあ	カアカア	giseigo: crow's harsh caw — open vowel repetition; scavenging or ominous bird	[sound:7d46817fb0c9.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
Cat purring.	animal voice	ごろごろ	ゴロゴロ	giseigo: cat's deep purring — low vibrating resonance; contentment state	[sound:938a3cd2d0da.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
Cat hissing.	animal voice	しゃー	シャー	giseigo: cat's aggressive hiss — sharp sibilant; threat or warning display	[sound:49c9f6a0e6a2.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
Bird squawking.	animal voice	きゃーきゃー	キャーキャー	giseigo: high-pitched distress squawk — bird alarm or excited crowd shriek	[sound:edb19ea1ac24.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
Mouse squeak.	animal voice	くるくる	クルクル	giseigo: mouse's thin squeak — small rodent high-frequency call	[sound:c08cecdc3d07.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
Heavy breathing.	animal voice	ふごふご	フゴフゴ	giseigo: labored heavy breathing — obstructed nasal respiration; effort or illness	[sound:656ad896dd98.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
Rabbit hopping.	animal voice	ぱたぱた	パタパタ	giseigo: rabbit foot-thumping — light plosive rhythm; hopping or alarm signal	[sound:7f9b03813dbb.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
Goose honking.	animal voice	びゃーびゃー	ビャービャー	giseigo: goose's harsh honk — high nasal; distressed or territorial call	[sound:aebb5b3fab03.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
Bird wing flap.	animal voice	ばっばっ	バッバッ	giseigo: bird wing-beat sound — sharp plosive mimics stroke of wings	[sound:b89d85e0f22b.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
Insect drone.	animal voice	じーっ	ジーッ	giseigo: sustained insect drone — prolonged sibilant; cicada or mosquito	[sound:6dd371a72acd.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
Loud crunching.	animal voice	ばりばり	バリバリ	giseigo: aggressive loud crunching — forceful jaw movement; eating hard food	[sound:6795a8db4f92.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
Dog howling.	animal voice	わおーん	ワオーン	giseigo: dog's mournful howl — elongated vowel; loneliness or response to sound	[sound:d257e9287650.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
Bird chirping.	animal voice	ちゅっちゅっ	チュッチュッ	giseigo: bird's short staccato chirps — quick communication calls	[sound:1f54d180b394.mp3]	module:10-onomatopoeia point:giseigo-voices complexity:intro source:dictionary-of-jp-grammar
