#separator:tab
#html:true
#columns:Text	Reading	Hint	Audio	Tags
#notetype:Cloze
#deck:Japanese Grammar::10 - Onomatopoeia::Cloze

心が{{c1::ウキウキ}}。	こころが{{c1::うきうき}}。	cheerful and elated feeling	[sound:b4cdd5f35f01.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top5k source:dictionary-of-jp-grammar
気持ちが{{c1::シュン}}とした。	きもちが{{c1::しゅん}}とした。	felt suddenly deflated	[sound:21d4df87fa95.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top5k source:dictionary-of-jp-grammar
手が{{c1::ジンジン}}する。	てが{{c1::じんじん}}する。	hand is tingling or numb	[sound:e6eea263e6c3.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top1k source:dictionary-of-jp-grammar
緊張で空気が{{c1::ビリビリ}}している。	きんちょうでくうきが{{c1::ビリビリ}}している。	tense room atmosphere	[sound:33dcde5d7be5.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top5k source:dictionary-of-jp-grammar
触覚が{{c1::ピリピリ}}。	しょっかくが{{c1::ぴりぴり}}。	sharp stinging sensation	[sound:ef2666ac9d42.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro source:dictionary-of-jp-grammar
走り方が{{c1::ぎこちない}}。	はしりかたが{{c1::ぎこちない}}。	movement is awkward or stiff	[sound:b4371e510f9a.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top1k source:dictionary-of-jp-grammar
口調が{{c1::ぶっきらぼう}}。	くちょうが{{c1::ぶっきらぼう}}。	tone is blunt or curt	[sound:ea641bb6dfae.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top1k source:dictionary-of-jp-grammar
心が{{c1::ザワザワ}}してる。	こころが{{c1::ざわざわ}}してる。	heart is restless uneasy	[sound:b522aed56451.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top5k source:dictionary-of-jp-grammar
空が{{c1::どんより}}。	そらが{{c1::どんより}}。	sky is gloomy and murky	[sound:6103d7eb9934.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top1k source:dictionary-of-jp-grammar
肌が{{c1::しっとり}}。	はだが{{c1::しっとり}}。	skin is soft and moist	[sound:cd4c58c46a63.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top10k source:dictionary-of-jp-grammar
温度が{{c1::ひんやり}}。	おんどが{{c1::ひんやり}}。	temperature is cool and chilly	[sound:671b22dd925c.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top10k source:dictionary-of-jp-grammar
彼の動きは{{c1::ぎくしゃく}}している。	かれのうごきは{{c1::ぎくしゃく}}している。	awkward / stiff motion		module:10-onomatopoeia point:onomatopoeia complexity:intro source:authored scaffold:pending-audio
流れが{{c1::スラスラ}}。	ながれが{{c1::すらすら}}。	flow is smooth and fluent	[sound:2b81e5f90df1.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top10k source:dictionary-of-jp-grammar
物が{{c1::きらきら}}光る。	ものが{{c1::きらきら}}ひかる。	thing glitters brightly	[sound:6bded86bc6e4.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top5k source:dictionary-of-jp-grammar
舌が{{c1::ねばねば}}。	したが{{c1::ねばねば}}。	tongue is sticky gooey	[sound:6f90c94a6416.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top10k source:dictionary-of-jp-grammar
手が{{c1::べたべた}}。	てが{{c1::べたべた}}。	hands are sticky oily	[sound:9b54ef7c5ac6.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top1k source:dictionary-of-jp-grammar
{{c1::モーモー}}と牛が鳴く。	{{c1::もーもー}}とうしがなく。	cow mooing sound	[sound:2739e4b685c4.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top10k source:dictionary-of-jp-grammar
パンが{{c1::さくさく}}している。	ぱんが{{c1::さくさく}}している。	bread crispy	[sound:064c412d5eba.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top1k source:dictionary-of-jp-grammar
肌が{{c1::つやつや}}だ。	はだが{{c1::つやつや}}だ。	skin glossy	[sound:ea1b6363ead7.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top10k source:dictionary-of-jp-grammar
{{c1::ワンワン}}と吠える。	{{c1::わんわん}}とほえる。	dog barking	[sound:4e3bdfb912fb.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top10k source:dictionary-of-jp-grammar
{{c1::ニャー}}と鳴く猫。	{{c1::にゃー}}となくねこ。	cat meowing	[sound:0ba576a2befb.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top1k source:dictionary-of-jp-grammar
{{c1::ザワザワ}}と騒ぐ。	{{c1::ざわざわ}}とさわぐ。	noisy bustling	[sound:d54050731132.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top5k source:dictionary-of-jp-grammar
目が{{c1::キラキラ}}。	めが{{c1::きらきら}}。	eyes sparkling	[sound:b3c832915551.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top1k source:dictionary-of-jp-grammar
足が{{c1::ポカポカ}}。	あしが{{c1::ぽかぽか}}。	feet warm	[sound:8fa042cbfec7.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro source:dictionary-of-jp-grammar
心が{{c1::イライラ}}。	こころが{{c1::いらいら}}。	heart frustrated	[sound:987171d62885.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top5k source:dictionary-of-jp-grammar
気分が{{c1::ボーッ}}。	きぶんが{{c1::ぼーっ}}。	dazed feeling	[sound:d72f246788d1.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top5k source:dictionary-of-jp-grammar
首が{{c1::コリコリ}}している。	くびが{{c1::こりこり}}している。	neck stiff	[sound:12c8f4ac3cfc.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top5k source:dictionary-of-jp-grammar
喉が{{c1::イガイガ}}。	のどが{{c1::いがいが}}。	throat scratchy	[sound:9510c750bf7f.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top5k source:dictionary-of-jp-grammar
{{c1::モーモー}}と鳴く。	{{c1::もーもー}}となく。	cow lowing	[sound:ced59e73c41f.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top1k source:dictionary-of-jp-grammar
{{c1::ブーブー}}と。	{{c1::ぶーぶー}}と。	pig oinking	[sound:5ffb1ca2807c.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro source:dictionary-of-jp-grammar
{{c1::チュンチュン}}と。	{{c1::ちゅんちゅん}}と。	bird chirping	[sound:6c500f6c09be.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro source:dictionary-of-jp-grammar
{{c1::ケロケロ}}と。	{{c1::けろけろ}}と。	frog croaking	[sound:b5384733e3ea.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro source:dictionary-of-jp-grammar
風が{{c1::そよそよ}}と。	かぜが{{c1::そよそよ}}と。	wind gently	[sound:c8ffa91f170d.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top1k source:dictionary-of-jp-grammar
肌が{{c1::じっとり}}。	はだが{{c1::じっとり}}。	skin damp	[sound:e02964484f03.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top10k source:dictionary-of-jp-grammar
手が{{c1::ねばねば}}。	てが{{c1::ねばねば}}。	hands sticky	[sound:404510f19923.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top1k source:dictionary-of-jp-grammar
服が{{c1::ぶかぶか}}。	ふくが{{c1::ぶかぶか}}。	clothes baggy	[sound:3ced5f100b25.mp3]	module:10-onomatopoeia point:onomatopoeia complexity:intro frequency:top1k source:dictionary-of-jp-grammar
