#separator:tab
#html:true
#columns:Prompt	Target	Reading	Sample	Why	Audio	Tags
#notetype:Production
#deck:Japanese Grammar::10 - Onomatopoeia::Production

Jingling/jangling.	onomatopoeia	じゃらじゃら	ジャラジャラ	giongo: metallic jingling cascade — coins, chains, jewelry clinking together	[sound:57d75019061a.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Soaking/drenched.	onomatopoeia	びしょびしょ	ビショビショ	giongo: soaking wet saturation — completely drenched; water-logged state	[sound:2cc8de583681.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Bubbling.	onomatopoeia	ぶくぶく	ブクブク	giongo: rising bubbles — liquid boiling or fish blowing air	[sound:f0136e9a8a7d.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Fluttering heavily.	onomatopoeia	ばたばた	バタバタ	giongo: noisy heavy flapping — rushed movement; chaos and commotion	[sound:5453e00f7d66.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Crunching underfoot.	onomatopoeia	ざっざっ	ザッザッ	giongo: rhythmic footsteps on hard ground — marching, crunching surface	[sound:99294b73cc7c.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Ripping/tearing.	onomatopoeia	びりびり	ビリビリ	giongo: tearing or electric rip — paper tearing, static shock, current	[sound:5504f489cd71.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Cracking/sparking.	onomatopoeia	ばちばち	バチバチ	giongo: electric sparking crackle — static discharge, fire popping	[sound:d806bf441b15.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Stinging/tingling.	onomatopoeia	ぴりぴり	ピリピリ	giongo: sharp stinging tingle — spice on tongue, static shock, pins-and-needles	[sound:523931cb2084.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Gritty grinding.	onomatopoeia	ざりざり	ザリザリ	giongo: gritty grinding friction — sandpaper, gravel; unpleasant rough contact	[sound:e37503117769.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Hissing/steaming.	onomatopoeia	しゅー	シュー	giongo: prolonged hissing pressure release — steam, gas; sustained sibilant	[sound:7d03c52b2902.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Slurping.	onomatopoeia	ずずず	ズズズ	giongo: liquid slurping intake — drawing up through straw; eating noodles	[sound:f9d6299216af.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Crunching/crumpling.	onomatopoeia	くしゃくしゃ	クシャクシャ	giongo: paper crumpling and wrinkling — soft material compressed	[sound:55933a5ac05a.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Rustling softly.	onomatopoeia	しょりしょり	ショリショリ	giongo: gentle soft rustling — fabric or leaves with light contact	[sound:aba02c1db367.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Startled sound.	onomatopoeia	びっくり	ビックリ	giongo: startled sudden sound — shock vocalized; surprise response	[sound:4c56163e11ab.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Simmering/bubbling.	onomatopoeia	ぐつぐつ	グツグツ	giongo: slow thick simmering — dense liquid boiling; stew or heavy soup	[sound:f2cf25ebf2e1.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Humming/grunting.	onomatopoeia	ふんふん	フンフン	giongo: casual nasal humming or grunt — low affirming or thoughtful vocalization	[sound:1bfc6d5dfda1.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Rapid tapping.	onomatopoeia	すたたた	スタタタ	giongo: rapid light footsteps — quick short steps; small child or animal running	[sound:1bd9252745be.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Pop pop sound.	onomatopoeia	ぽんぽん	ポンポン	giongo: light hollow pops — drum tap, bouncing ball, gentle tapping	[sound:19ce7d348ccf.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Boom boom.	onomatopoeia	どんどん	ドンドン	giongo: heavy rhythmic knocking — pounding on door; taiko drum beat	[sound:5f2dac4cce1c.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Slipping smoothly.	onomatopoeia	するする	スルスル	giongo: smooth effortless sliding — silk, rope; resistance-free motion	[sound:6a5170b2512d.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Scrubbing roughly.	onomatopoeia	ごしごし	ゴシゴシ	giongo: vigorous rough scrubbing — washing, polishing; friction cleaning	[sound:757ad5e2f1c8.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
